"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Dwight Einhorn"||"10/9/2013 11:13:08 AM"|"Raymond James Reiterates Strong Buy on Apple on Positive Outlook"|"In a report published Wednesday, Raymond James analyst Tavis C. McCourt reiterated a Strong Buy rating and $675.00 price target on Apple (NASDAQ: AAPL <http://www.benzinga.com/stock/aapl#NASDAQ> ).

In the report, Raymond James ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/GppteGiEbNs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/GppteGiEbNs/raymond-james-reiterates-strong-buy-on-apple-on-positive> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Wednesday, Raymond James analyst Tavis C. McCourt reiterated a Strong Buy rating and $675.00 price target on <strong>Apple</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/aapl#NASDAQ"">AAPL</a>).</p>  <p>In the report, Raymond James ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/GppteGiEbNs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/GppteGiEbNs/raymond-james-reiterates-strong-buy-on-apple-on-positive"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/9/2013 11:12:55 AM"|"Piper Jaffray Reiterates Overweight on Facebook Following Results of Teen Survey"|"In a report published Wednesday, Piper Jaffray analyst Gene Munster reiterated an Overweight rating and $57.00 price target on Facebook (NASDAQ: FB <http://www.benzinga.com/stock/fb#NASDAQ> ).

In the report, Piper Jaffray noted, ìIn our Fall 2013 Teen Survey, teens chose Twitter over Facebook as their self-selected most important social network. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Em5lDahrq2U> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Em5lDahrq2U/piper-jaffray-reiterates-overweight-on-facebook-followin> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Wednesday, Piper Jaffray analyst Gene Munster reiterated an Overweight rating and $57.00 price target on <strong>Facebook</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/fb#NASDAQ"">FB</a>).</p>  <p>In the report, Piper Jaffray noted, ‚ÄúIn our Fall 2013 Teen Survey, teens chose Twitter over Facebook as their self-selected most important social network. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Em5lDahrq2U"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Em5lDahrq2U/piper-jaffray-reiterates-overweight-on-facebook-followin"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/10/2013 11:36:12 AM"|"Credit Suisse Reiterates Underperform on Deckers Outdoor on Remaining Concerns About Return on Retail Investments"|"In a report published Thursday, Credit Suisse analyst Christian Buss reiterated an Underperform rating and $47.00 price target on Deckers Outdoor Corp. (NASDAQ: DECK <http://www.benzinga.com/stock/deck#NASDAQ> ).

In the report, Credit Suisse noted, ìWe remain concerned about Deckers' return on recent retail investments ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/W_Y5pxxcI3A> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/W_Y5pxxcI3A/credit-suisse-reiterates-underperform-on-deckers-outdoor> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Thursday, Credit Suisse analyst Christian Buss reiterated an Underperform rating and $47.00 price target on <strong>Deckers Outdoor Corp.</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/deck#NASDAQ"">DECK</a>).</p>  <p>In the report, Credit Suisse noted, ‚ÄúWe remain concerned about Deckers&#039; return on recent retail investments ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/W_Y5pxxcI3A"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/W_Y5pxxcI3A/credit-suisse-reiterates-underperform-on-deckers-outdoor"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/10/2013 11:35:43 AM"|"Piper Jaffray Reiterates Neutral on VMware Following Muted Q3 Results"|"In a report published Thursday, Piper Jaffray analyst Mark R. Murphy reiterated a Neutral rating and $87.00 price target on VMware (NYSE: VMW <http://www.benzinga.com/stock/vmw#NYSE> ).

In the report, Piper Jaffray noted, ìVMware competitor Citrix announced preliminary Q3 results, guiding revenue and earnings below expectations. As a reminder, our recent work has shown that VMware's View product is rapidly ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/cYZ4gmus9Bs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/cYZ4gmus9Bs/piper-jaffray-reiterates-neutral-on-vmware-following-mut> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Thursday, Piper Jaffray analyst Mark R. Murphy reiterated a Neutral rating and $87.00 price target on <strong>VMware</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/vmw#NYSE"">VMW</a>).</p>  <p>In the report, Piper Jaffray noted, ‚ÄúVMware competitor Citrix announced preliminary Q3 results, guiding revenue and earnings below expectations. As a reminder, our recent work has shown that VMware&#039;s View product is rapidly ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/cYZ4gmus9Bs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/cYZ4gmus9Bs/piper-jaffray-reiterates-neutral-on-vmware-following-mut"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/10/2013 12:20:17 PM"|"Jefferies Reiterates Buy on Amarin Corporation on Continued Positive Outlook"|"In a report published Thursday, Jefferies analyst Thomas Wei reiterated a Buy rating and $20.00 price target on Amarin Corporation plc (NASDAQ: AMRN <http://www.benzinga.com/stock/amrn#NASDAQ> ).

In the report, Jefferies noted, ìWe outline several reasons why ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/ocfsLMWf7f8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/ocfsLMWf7f8/jefferies-reiterates-buy-on-amarin-corporation-on-contin> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Thursday, Jefferies analyst Thomas Wei reiterated a Buy rating and $20.00 price target on <strong>Amarin Corporation plc</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/amrn#NASDAQ"">AMRN</a>).</p>  <p>In the report, Jefferies noted, ‚ÄúWe outline several reasons why ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/ocfsLMWf7f8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/ocfsLMWf7f8/jefferies-reiterates-buy-on-amarin-corporation-on-contin"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/11/2013 11:32:37 AM"|"Pacific Crest Reiterates Outperform on Guidewire Software, FQ2 Expectations Remain Too High"|"In a report published Friday, Pacific Crest Securities analyst Brendan Barnicle reiterated an Outperform rating and $50.00 price target on Guidewire Software (NYSE: GWRE <http://www.benzinga.com/stock/gwre#NYSE> ). 

In the report, Pacific Crest Securities noted, ìAfter meeting with Guidewire's CEO, Marcus Ryu, and CFO, Karen Blasing, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/2BMFInJbCvQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/2BMFInJbCvQ/pacific-crest-reiterates-outperform-on-guidewire-softwar> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Friday, Pacific Crest Securities analyst Brendan Barnicle reiterated an Outperform rating and $50.00 price target on <strong>Guidewire Software</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/gwre#NYSE"">GWRE</a>). </p>  <p>In the report, Pacific Crest Securities noted, ‚ÄúAfter meeting with Guidewire&#039;s CEO, Marcus Ryu, and CFO, Karen Blasing, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/2BMFInJbCvQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/2BMFInJbCvQ/pacific-crest-reiterates-outperform-on-guidewire-softwar"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/11/2013 10:45:09 AM"|"Bank of America Reiterates Buy on Valero Energy Ahead of Potential Easing of Ethanol Mandate"|"In a report published Friday, Bank of America analyst Doug Leggate reiterated a Buy rating and $43.00 price target on Valero Energy Corporation (NYSE: VLO <http://www.benzinga.com/stock/vlo#NYSE> ).

In the report, Bank of America noted, ìRegardless of earlier signaling, we view any potential easing as a positive for refiners, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Vmc7tpB_uxc> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Vmc7tpB_uxc/bank-of-america-reiterates-buy-on-valero-energy-ahead-of> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Friday, Bank of America analyst Doug Leggate reiterated a Buy rating and $43.00 price target on <strong>Valero Energy Corporation</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/vlo#NYSE"">VLO</a>).</p>  <p>In the report, Bank of America noted, ‚ÄúRegardless of earlier signaling, we view any potential easing as a positive for refiners, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Vmc7tpB_uxc"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Vmc7tpB_uxc/bank-of-america-reiterates-buy-on-valero-energy-ahead-of"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/11/2013 9:02:11 AM"|"Credit Suisse Reiterates Outperform on Mondelez International Following Recent Management Meetings"|"In a report published Friday, Credit Suisse analyst Robert Moskow reiterated an Outperform rating and $36.00 price target on Mondelez International (NASDAQ: MDLZ <http://www.benzinga.com/stock/mdlz#NASDAQ> ).

In the report, Credit Suisse noted, ìIn our recent meetings with Mondelez management in China, we gained a deeper appreciation for the size of the investment they have made ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/el9KXv-9D9E> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/el9KXv-9D9E/credit-suisse-reiterates-outperform-on-mondelez-internat> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Friday, Credit Suisse analyst Robert Moskow reiterated an Outperform rating and $36.00 price target on <strong>Mondelez International</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/mdlz#NASDAQ"">MDLZ</a>).</p>  <p>In the report, Credit Suisse noted, ‚ÄúIn our recent meetings with Mondelez management in China, we gained a deeper appreciation for the size of the investment they have made ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/el9KXv-9D9E"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/el9KXv-9D9E/credit-suisse-reiterates-outperform-on-mondelez-internat"">View article...</A></p></body></html>"
|"Jason Shubnell"||"10/14/2013 1:30:47 PM"|"Aegis Says FDA's Outlook 'Not As Negative As People Think' on Amarin"|"The outlook of Amarin shares appeared bleak following an FDA release over concerns of the Vascepa drug. On October 16, an advisory committee will convene to decide if Amarin's lead drug will help with the treatment of mixed dyslipidemia.

On Monday, Aegis Capital released a statement expressing their Buy rating, despite a potential 12-18 month layoff before profitability. In its statement, Aegis said last Friday's FDA briefs on Amarin (NASDAQ: AMRN <http://www.benzinga.com/stock/amrn#NASDAQ> ) ""were not anywhere near as negative as initial commentary would have investors believe."" Amarin's 12-month price target remains at $30.00 per share. 

Following the announcement on Friday, Amarin fell to $5.09, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/ZG2Br-LUz2Y> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/ZG2Br-LUz2Y/aegis-says-fdas-outlook-not-as-negative-as-people-think-on-amarin> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>The outlook of Amarin shares appeared bleak following an FDA release over concerns of the Vascepa drug. On October 16, an advisory committee will convene to decide if Amarin&#039;s lead drug will help with the treatment of mixed dyslipidemia.</p>  <p>On Monday, Aegis Capital released a statement expressing their Buy rating, despite a potential 12-18 month layoff before profitability. In its statement, Aegis said last Friday&#039;s FDA briefs on <strong>Amarin</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/amrn#NASDAQ"">AMRN</a>) ""were not anywhere near as negative as initial commentary would have investors believe."" Amarin&#039;s 12-month price target remains at $30.00 per share. </p>  <p>Following the announcement on Friday, Amarin fell to $5.09, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/ZG2Br-LUz2Y"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/ZG2Br-LUz2Y/aegis-says-fdas-outlook-not-as-negative-as-people-think-on-amarin"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 11:27:08 AM"|"Wells Fargo Reiterates Neutral Rating on Urban Outfitters on Reduced Q3 2013 Comp Estimate"|"In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on Urban Outfitters (NASDAQ: URBN <http://www.benzinga.com/stock/urbn#NASDAQ> ).

In the report, Wells Fargo Securities noted, ìWe are reducing our Q3 2013 comp estimate from ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/NhKPfB6dGqQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/NhKPfB6dGqQ/wells-fargo-reiterates-neutral-rating-on-urban-outfitter> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on <strong>Urban Outfitters</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/urbn#NASDAQ"">URBN</a>).</p>  <p>In the report, Wells Fargo Securities noted, ‚ÄúWe are reducing our Q3 2013 comp estimate from ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/NhKPfB6dGqQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/NhKPfB6dGqQ/wells-fargo-reiterates-neutral-rating-on-urban-outfitter"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 11:27:00 AM"|"Wells Fargo Securities Neutral Rating on Nordstrom on Reduced Q3 2013 Comp Estimate"|"In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on Nordstrom (NYSE: JWN <http://www.benzinga.com/stock/jwn#NYSE> ).

In the report, Wells Fargo Securities noted, ìWe are reducing our Q3 2013 comp estimate from 0 to down ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/TyDDqRseCSg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/TyDDqRseCSg/wells-fargo-securities-neutral-rating-on-nordstrom-on-re> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on <strong>Nordstrom</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/jwn#NYSE"">JWN</a>).</p>  <p>In the report, Wells Fargo Securities noted, ‚ÄúWe are reducing our Q3 2013 comp estimate from 0 to down ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/TyDDqRseCSg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/TyDDqRseCSg/wells-fargo-securities-neutral-rating-on-nordstrom-on-re"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 11:26:51 AM"|"Wells Fargo Reiterates Neutral Rating on Macy's on Reduced Q3 2013 Comp Estimate"|"In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on Macy's (NYSE: M <http://www.benzinga.com/stock/m#NYSE> ).

In the report, Wells Fargo Securities noted, ìWe are reducing our Q3 2013 comp estimate from ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/fzUOEDp9Jvg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/fzUOEDp9Jvg/wells-fargo-reiterates-neutral-rating-on-macys-on-reduce> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on <strong>Macy&#039;s</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/m#NYSE"">M</a>).</p>  <p>In the report, Wells Fargo Securities noted, ‚ÄúWe are reducing our Q3 2013 comp estimate from ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/fzUOEDp9Jvg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/fzUOEDp9Jvg/wells-fargo-reiterates-neutral-rating-on-macys-on-reduce"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 11:18:13 AM"|"Wells Fargo Reiterates Neutral Rating on Abercrombie & Fitch Co. on Reduced Q3 2013 Comp Estimate"|"In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on Abercrombie & Fitch Co. (NYSE: ANF <http://www.benzinga.com/stock/anf#NYSE> ).

In the report, Wells Fargo Securities noted, ìWe are reducing our Q3 2013 comp estimate from down ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/aZb1D45LINM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/aZb1D45LINM/wells-fargo-reiterates-neutral-rating-on-abercrombie-fit> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Wells Fargo Securities analyst Paul Lejuez reiterated a Neutral rating on <strong>Abercrombie &amp; Fitch Co.</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/anf#NYSE"">ANF</a>).</p>  <p>In the report, Wells Fargo Securities noted, ‚ÄúWe are reducing our Q3 2013 comp estimate from down ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/aZb1D45LINM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/aZb1D45LINM/wells-fargo-reiterates-neutral-rating-on-abercrombie-fit"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 11:05:49 AM"|"Stifel Reiterates Buy on Yahoo! on Potential Full Tax of Alibaba"|"In a report published Monday, Stifel analyst Jordan E. Rohan reiterated a Buy rating and $41.00 price target on Yahoo! (NASDAQ: YHOO <http://www.benzinga.com/stock/yhoo#NASDAQ> ).

In the report, Stifel noted, ìIn our recent note on Yahoo which updated our sum-of-parts valuation to $41, we ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/xIDlQw3NT5Q> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/xIDlQw3NT5Q/stifel-reiterates-buy-on-yahoo-on-potential-full-tax-of-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Stifel analyst Jordan E. Rohan reiterated a Buy rating and $41.00 price target on <strong>Yahoo!</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/yhoo#NASDAQ"">YHOO</a>).</p>  <p>In the report, Stifel noted, ‚ÄúIn our recent note on Yahoo which updated our sum-of-parts valuation to $41, we ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/xIDlQw3NT5Q"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/xIDlQw3NT5Q/stifel-reiterates-buy-on-yahoo-on-potential-full-tax-of-"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 10:47:05 AM"|"Aegis Capital Reiterates Buy on Amarin Corporation Following Release of Vascepa Briefing Documents"|"In a report published Monday, Aegis Capital analyst Raghuram Selvaraju reiterated a Buy rating and $30.00 price target on Amarin Corporation plc (NASDAQ: AMRN <http://www.benzinga.com/stock/amrn#NASDAQ> ).

In the report, Aegis Capital noted, ìOn Friday, October 11, 2013, the FDA released briefing documents for the upcoming advisory committee meeting to consider Amarin's lead drug Vascepa (icosapent ethyl) for the treatment of mixed dyslipidemia. Investors elected to drive Amarin shares ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/cpVvmsDKVmM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/cpVvmsDKVmM/aegis-capital-reiterates-buy-on-amarin-corporation-follo> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Aegis Capital analyst Raghuram Selvaraju reiterated a Buy rating and $30.00 price target on <strong>Amarin Corporation plc</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/amrn#NASDAQ"">AMRN</a>).</p>  <p>In the report, Aegis Capital noted, ‚ÄúOn Friday, October 11, 2013, the FDA released briefing documents for the upcoming advisory committee meeting to consider Amarin&#039;s lead drug Vascepa (icosapent ethyl) for the treatment of mixed dyslipidemia. Investors elected to drive Amarin shares ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/cpVvmsDKVmM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/cpVvmsDKVmM/aegis-capital-reiterates-buy-on-amarin-corporation-follo"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/14/2013 9:13:56 AM"|"Credit Suisse Reiterates Outperform on Google as Enhanced Campaigns, PLA Adoption Propel Top-Line Growth"|"In a report published Monday, Credit Suisse analyst Stephen Ju reiterated an Outperform rating and $1,000.00 price target on Google (NASDAQ: GOOG <http://www.benzinga.com/stock/goog#NASDAQ> ).

In the report, Credit Suisse noted, ìWe maintain our Outperform rating ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Xbs6TA_CQtI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Xbs6TA_CQtI/credit-suisse-reiterates-outperform-on-google-as-enhance> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Credit Suisse analyst Stephen Ju reiterated an Outperform rating and $1,000.00 price target on <strong>Google</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/goog#NASDAQ"">GOOG</a>).</p>  <p>In the report, Credit Suisse noted, ‚ÄúWe maintain our Outperform rating ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/Xbs6TA_CQtI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/Xbs6TA_CQtI/credit-suisse-reiterates-outperform-on-google-as-enhance"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"10/15/2013 11:51:13 AM"|"Wedbush Reiterates Outperform on PetSmart on Multiple Positive Factors"|"In a report published Tuesday, Wedbush analyst Joan Storms reiterated an Outperform rating and $82.00 price target on PetSmart (NASDAQ: PETM <http://www.benzinga.com/stock/petm#NASDAQ> ).

In the report, Wedbush noted, ìMaintain OUTPERFORM rating on this Best Ideas List Stock as we believe PetSmart still remains quite relevant and that ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/C1Q4cHscorc> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/C1Q4cHscorc/wedbush-reiterates-outperform-on-petsmart-on-multiple-po> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/reiteration?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Wedbush analyst Joan Storms reiterated an Outperform rating and $82.00 price target on <strong>PetSmart</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/petm#NASDAQ"">PETM</a>).</p>  <p>In the report, Wedbush noted, ‚ÄúMaintain OUTPERFORM rating on this Best Ideas List Stock as we believe PetSmart still remains quite relevant and that ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/reiteration/~4/C1Q4cHscorc"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/reiteration/~3/C1Q4cHscorc/wedbush-reiterates-outperform-on-petsmart-on-multiple-po"">View article...</A></p></body></html>"
