"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:03:24 PM"|"MDT: Oppenheimer reits Outperform"|"Oppenheimer issues rating change for MDT	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618073324> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer issues rating change for MDT</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618073324"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:07:59 PM"|"NGVC: Oppenheimer reits Perform"|"Oppenheimer issues rating change for NGVC	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618073759> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer issues rating change for NGVC</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618073759"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:17:56 PM"|"ISIL: Needham cuts to Hold"|"Needham issues rating change for ISIL	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618074756> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Needham issues rating change for ISIL</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618074756"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:20:17 PM"|"MDSO: Topeka Capital Markets reits Buy"|"Topeka Capital Markets issues rating change for MDSO	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075017> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets issues rating change for MDSO</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075017"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:27:20 PM"|"GPS: Canaccord Genuity ups to Buy"|"Canaccord Genuity issues rating change for GPS	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075720> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity issues rating change for GPS</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075720"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:28:13 PM"|"PRLB: Canaccord Genuity starts at Hold"|"Canaccord Genuity issues rating change for PRLB	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075813> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity issues rating change for PRLB</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618075813"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:38:22 PM"|"CBI: DA Davidson ups to Buy"|"DA Davidson issues rating change for CBI	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618080822> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>DA Davidson issues rating change for CBI</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618080822"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:45:38 PM"|"CBRL: Argus cuts to Hold"|"Argus issues rating change for CBRL	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081538> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus issues rating change for CBRL</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081538"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:47:01 PM"|"TWTC: DA Davidson cuts to Neutral"|"DA Davidson issues rating change for TWTC	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081701> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>DA Davidson issues rating change for TWTC</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081701"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:49:39 PM"|"WMB: Argus reits Buy"|"Argus issues rating change for WMB	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081938> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus issues rating change for WMB</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618081938"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 5:53:42 PM"|"HAL: Howard Weil reits Sector Outperform"|"Howard Weil issues rating change for HAL	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618082342> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Howard Weil issues rating change for HAL</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618082342"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:00:48 PM"|"TIVO: National Alliance Securities starts at Buy"|"National Alliance Securities issues rating change for TIVO	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083048> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>National Alliance Securities issues rating change for TIVO</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083048"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:03:33 PM"|"ECYT: Chardan Capital Markets reits Buy"|"Chardan Capital Markets issues rating change for ECYT	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083333> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Chardan Capital Markets issues rating change for ECYT</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083333"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:08:13 PM"|"WTR: Argus reits Buy"|"Argus issues rating change for WTR	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083813> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus issues rating change for WTR</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618083813"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:14:55 PM"|"XOOM: Monness Crespi & Hardt starts at Buy"|"Monness Crespi & Hardt issues rating change for XOOM	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618084455> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Monness Crespi &amp; Hardt issues rating change for XOOM</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618084455"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:17:01 PM"|"WU: Monness Crespi & Hardt starts at Neutral"|"Monness Crespi & Hardt issues rating change for WU	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618084701> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Monness Crespi &amp; Hardt issues rating change for WU</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618084701"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 6:39:42 PM"|"GDP: Howard Weil cuts to Sector Outperform"|"Howard Weil issues rating change for GDP	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618090942> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Howard Weil issues rating change for GDP</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618090942"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 7:07:48 PM"|"INGR: BB&T Capital Mkts cuts to Hold"|"BB&T Capital Mkts issues rating change for INGR	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618093748> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>BB&amp;T Capital Mkts issues rating change for INGR</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618093748"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 7:30:05 PM"|"GLPI: Imperial Capital reits In-line"|"Imperial Capital issues rating change for GLPI	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618100005> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Imperial Capital issues rating change for GLPI</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618100005"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 7:57:35 PM"|"OUTR: B. Riley & Co. cuts to Neutral"|"B. Riley & Co. issues rating change for OUTR	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618102734> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>B. Riley &amp; Co. issues rating change for OUTR</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618102734"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:19:59 PM"|"FDS: UBS reits Neutral"|"UBS issues rating change for FDS	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618114959> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS issues rating change for FDS</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618114959"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:21:10 PM"|"ADBE: UBS reits Buy"|"UBS issues rating change for ADBE	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618115110> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS issues rating change for ADBE</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618115110"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:46:41 PM"|"WAG: Barclays ups to Overweight"|"Barclays issues rating change for WAG	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618121640> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for WAG</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618121640"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:53:41 PM"|"COV: Barclays cuts to Equal Weight"|"Barclays issues rating change for COV	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122341> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for COV</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122341"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:54:11 PM"|"MDT: Barclays ups to Overweight"|"Barclays issues rating change for MDT	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122411> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for MDT</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122411"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 9:54:34 PM"|"BCR: Barclays cuts to Equal Weight"|"Barclays issues rating change for BCR	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122434> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for BCR</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618122434"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 10:06:06 PM"|"VLP: Barclays reits Overweight"|"Barclays issues rating change for VLP	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618123606> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for VLP</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618123606"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 10:16:22 PM"|"CNQ: Barclays reits Overweight"|"Barclays issues rating change for CNQ	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618124622> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for CNQ</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618124622"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 10:49:37 PM"|"COH: Barclays reits Equal Weight"|"Barclays issues rating change for COH	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618131936> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays issues rating change for COH</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618131936"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 11:25:46 PM"|"FCN: Deutsche Bank reits Hold"|"Deutsche Bank issues rating change for FCN	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618135545> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Deutsche Bank issues rating change for FCN</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618135545"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/18/2014 11:40:36 PM"|"TIS: Singular Research reits BUY - Long-Term"|"Singular Research issues rating change for TIS	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618141036> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Singular Research issues rating change for TIS</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140618141036"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/19/2014 3:06:45 PM"|"XONE: Brean Capital starts at Hold"|"Brean Capital issues rating change for XONE	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619053645> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Brean Capital issues rating change for XONE</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619053645"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/19/2014 3:09:47 PM"|"VJET: Brean Capital starts at Hold"|"Brean Capital issues rating change for VJET	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619053947> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Brean Capital issues rating change for VJET</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619053947"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/19/2014 3:11:44 PM"|"REXX: Imperial Capital starts at Outperform"|"Imperial Capital issues rating change for REXX	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619054143> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Imperial Capital issues rating change for REXX</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619054143"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/19/2014 3:15:21 PM"|"CUDA: Topeka Capital Markets starts at Buy"|"Topeka Capital Markets issues rating change for CUDA	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619054521> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets issues rating change for CUDA</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619054521"">View article...</A></p></body></html>"
|"Briefing.com - Upgrades Downgrades Calendar"||"6/19/2014 3:24:03 PM"|"ANF: FBR Capital reits Outperform"|"FBR Capital issues rating change for ANF	


View article... <http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619055403> 

"|"<html><head><base href=""http://rss.briefing.com/Investor/RSS/UpgradesDowngrades.xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital issues rating change for ANF</td></tr></table><p><BR/><A HREF=""http://www.briefing.com/investor/popuppages/articlepopup.aspx?articleId=UD20140619055403"">View article...</A></p></body></html>"
