"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Ali Berri"||"7/14/2014 4:00:47 PM"|"UPDATE: UBS Upgrades AECOM Technology"|"In a report released Monday, UBS analyst Steven Fisher upgraded AECOM Technology (NYSE: ACM <http://www.benzinga.com/stock/acm#NYSE> ) from Neutral to Buy and increased the company's price target from $33.00 to $40.00.

Fisher favors AECOM Technology's move to URS transaction and cost synergies with debt reduction to be a key factor with the company's merger with URS (NYSE: URS <http://www.benzinga.com/stock/urs#NYSE> ). Fisher added to the ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/7OH-_euZqA0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/7OH-_euZqA0/update-ubs-upgrades-aecom-technology> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Monday, UBS analyst Steven Fisher upgraded <strong>AECOM Technology&nbsp;</strong>(NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/acm#NYSE"">ACM</a>) from Neutral to Buy and increased the company&#39;s price target from $33.00 to $40.00.</p> <p>  Fisher favors AECOM Technology&#39;s move to URS transaction and cost synergies with debt reduction to be a key factor with the company&#39;s merger with <strong>URS&nbsp;</strong>(NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/urs#NYSE"">URS</a>). Fisher added to the ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/7OH-_euZqA0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/7OH-_euZqA0/update-ubs-upgrades-aecom-technology"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/14/2014 3:49:08 PM"|"UPDATE: Barrington Upgrades Whiting Petroleum"|"In a note released Monday, Barrington Research analyst Rudolf Hokanson raised the price target on Whiting Petroleum (NYSE: WLL <http://www.benzinga.com/stock/wll#NYSE> ) from $88 to $122 and reiterated his Outperform rating.

The raised price target comes amid an announcement ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/U5rvh5BP73c> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/U5rvh5BP73c/update-barrington-upgrades-whiting-petroleum> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Monday, Barrington Research analyst Rudolf Hokanson raised the price target on <strong>Whiting Petroleum</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/wll#NYSE"">WLL</a>) from $88 to $122 and reiterated his Outperform rating.</p> <p>  The raised price target comes amid an announcement ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/U5rvh5BP73c"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/U5rvh5BP73c/update-barrington-upgrades-whiting-petroleum"">View article...</A></p></body></html>"
|"Bruce Kennedy"||"7/14/2014 3:01:52 PM"|"What Will Help Fiat's Sluggish Momentum In The United States?"|"It appears to be a tale of two brands. While Chrysler sales have been doing very well lately, sales of its stable-mate Fiat (OTC: FIATY <http://www.benzinga.com/stock/fiaty#OTC> ) have been struggling.

Fiat completed its acquisition of Chrysler <http://www.benzinga.com/news/14/01/4194693/following-chrysler-merger-fiat-looks-globally>  back in January ñ and earlier this month, Chrysler Group LLC reported <http://media.chrysler.com/newsrelease.do?id=15771&mid=1> its 51st consecutive month of year-over-year sales gains.

The company said its Jeep and Dodge Ram brands posted gains last month, compared to June 2013 ñ with sales of the Jeep brand jumping 28 percent and the Ram truck up by 14 percent.

And while Fiat sales were reportedly up 11 percent in June, its best sales month ever, overall sales volume remains lower-than-expected. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/N1SP67Eo0YI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/N1SP67Eo0YI/what-will-help-fiats-sluggish-momentum-in-the-united-sta> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  It appears to be a tale of two brands. While Chrysler sales have been doing very well lately, sales of its stable-mate <b>Fiat</b> (OTC: <a class=""ticker"" href=""http://www.benzinga.com/stock/fiaty#OTC"">FIATY</a>) have been struggling.</p> <p>  Fiat completed its <a href=""http://www.benzinga.com/news/14/01/4194693/following-chrysler-merger-fiat-looks-globally"">acquisition of Chrysler</a> back in January &ndash; and earlier this month, Chrysler Group LLC <a href=""http://media.chrysler.com/newsrelease.do?id=15771&amp;mid=1"">reported </a>its 51<sup>st</sup> consecutive month of year-over-year sales gains.</p> <p>  The company said its Jeep and Dodge Ram brands posted gains last month, compared to June 2013 &ndash; with sales of the Jeep brand jumping 28 percent and the Ram truck up by 14 percent.</p> <p>  And while Fiat sales were reportedly up 11 percent in June, its best sales month ever, overall sales volume remains lower-than-expected. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/N1SP67Eo0YI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/N1SP67Eo0YI/what-will-help-fiats-sluggish-momentum-in-the-united-sta"">View article...</A></p></body></html>"
|"Nelson Hem"||"7/15/2014 7:38:05 AM"|"Earnings Previews: AMD And Intel"|"The new earnings season gears up this week.

Among those stepping into the earnings spotlight are rival semiconductor companies Advanced Micro Devices (NYSE: AMD <http://www.benzinga.com/stock/amd#NYSE> ) and Intel <http://www.benzinga.com/topic/intel>  (NASDAQ: INTC <http://www.benzinga.com/stock/intc#NASDAQ> ).

While the former responded to the softening PC market in 2012 and 2013 by focusing on game consoles, Intel has been buoyed by strong data center business. But both companies are expected to benefit from the recent resurgence in the PC market.

Analysts on average predict that AMD will report Thursday after the closing bell that its revenue for the quarter increased almost 24 percent year-over-year to $1.44 billion. Earnings of just $0.02 per share are also in the consensus forecast, but that compares to a reported net loss of $0.09 per share in the comparable period of last year.

Intel reports Tuesday after the markets close, and the consensus forecast calls for its revenue to be less than seven percent higher than a year ago to $5.64 billion. However, per-shares earnings of $0.52 are expected. That would be up 25 percent from in the second quarter of last year.

AMD has not fallen short of consensus EPS estimates in the past four quarters, but the current estimate has ticked down by a penny in the past 60 days. Intel's EPS estimate has risen in that time from $0.47. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/wtOFRdgqxLg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/wtOFRdgqxLg/earnings-previews-amd-and-intel> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  The new earnings season gears up this week.</p> <p>  Among those stepping into the earnings spotlight are rival semiconductor companies <strong>Advanced Micro Devices</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/amd#NYSE"">AMD</a>) and <a href=""http://www.benzinga.com/topic/intel"">Intel</a> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/intc#NASDAQ"">INTC</a>).</p> <p>  While the former responded to the softening PC market in 2012 and 2013 by focusing on game consoles, Intel has been buoyed by strong data center business. But both companies are expected to benefit from the recent resurgence in the PC market.</p> <p>  Analysts on average predict that AMD will report Thursday after the closing bell that its revenue for the quarter increased almost 24 percent year-over-year to $1.44 billion. Earnings of just $0.02 per share are also in the consensus forecast, but that compares to a reported net loss of $0.09 per share in the comparable period of last year.</p> <p>  Intel reports Tuesday after the markets close, and the consensus forecast calls for its revenue to be less than seven percent higher than a year ago to $5.64 billion. However, per-shares earnings of $0.52 are expected. That would be up 25 percent from in the second quarter of last year.</p> <p>  AMD has not fallen short of consensus EPS estimates in the past four quarters, but the current estimate has ticked down by a penny in the past 60 days. Intel&#39;s EPS estimate has risen in that time from $0.47. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/wtOFRdgqxLg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/wtOFRdgqxLg/earnings-previews-amd-and-intel"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 9:58:46 AM"|"UPDATE: Morgan Stanley Reiterates On Viacom On Positive Mid-Year Outlook"|"In a report published Tuesday, Morgan Stanley analyst Benjamin Swinburne reiterated an Equal-Weight rating on Viacom (NASDAQ: VIAB <http://www.benzinga.com/stock/viab#NASDAQ> ), and raised the price target from $91.00 to $94.00.

In the ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/VNFEI1j49L4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/VNFEI1j49L4/update-morgan-stanley-reiterates-on-viacom-on-positive-m> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst Benjamin Swinburne reiterated an Equal-Weight rating on <strong>Viacom</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/viab#NASDAQ"">VIAB</a>), and raised the price target from $91.00 to $94.00.</p> <p>In the ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/VNFEI1j49L4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/VNFEI1j49L4/update-morgan-stanley-reiterates-on-viacom-on-positive-m"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 9:41:07 AM"|"Morgan Stanley Assesses F15 Risk-Reward For Campbell Soup"|"In a report published Tuesday, Morgan Stanley analyst Matthew Grainger reiterated an Underweight rating and $39.00 price target on Campbell Soup Company (NYSE: CPB <http://www.benzinga.com/stock/cpb#NYSE> ).

In the report, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/IXO7qTLp_Y4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/IXO7qTLp_Y4/morgan-stanley-assesses-f15-risk-reward-for-campbell-sou> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst Matthew Grainger reiterated an Underweight rating and $39.00 price target on <strong>Campbell Soup Company</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/cpb#NYSE"">CPB</a>).</p> <p>In the report, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/IXO7qTLp_Y4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/IXO7qTLp_Y4/morgan-stanley-assesses-f15-risk-reward-for-campbell-sou"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/15/2014 9:32:47 AM"|"Morgan Stanley Comments On Riverbed's Guidance Cut"|"Riverbed Technology (NASDAQ: RVBD <http://www.benzinga.com/stock/rvbd#NASDAQ> ) lowered second quarter guidance Monday, sending the stock down 8.6 percent. Morgan Stanley, who has an Equal-weight rating on Riverbed, weighed in on the cut guidance.

Analyst James Faucette wrote, ìwe think the 10% 2H14 growth implied by our 8% 2014 revenue growth estimate this is slightly optimistic. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/x16fe2fBRFk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/x16fe2fBRFk/morgan-stanley-comments-on-riverbeds-guidance-cut> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>Riverbed Technology</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/rvbd#NASDAQ"">RVBD</a>) lowered second quarter guidance Monday, sending the stock down 8.6 percent. Morgan Stanley, who has an Equal-weight rating on Riverbed, weighed in on the cut guidance.</p> <p>  Analyst James Faucette wrote, &ldquo;we think the 10% 2H14 growth implied by our 8% 2014 revenue growth estimate this is slightly optimistic. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/x16fe2fBRFk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/x16fe2fBRFk/morgan-stanley-comments-on-riverbeds-guidance-cut"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 9:23:56 AM"|"UPDATE: Morgan Stanley Resumes Coverage On Pinnacle Foods Following HSH Merger Termination"|"In a report published Tuesday, Morgan Stanley analyst Matthew Grainger resumed coverage on Pinnacle Foods (NYSE: PF <http://www.benzinga.com/stock/pf#NYSE> ) with an Equal-Weight rating and $32.00 price target, down from ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/VPgLh44sIro> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/VPgLh44sIro/update-morgan-stanley-resumes-coverage-on-pinnacle-foods> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst Matthew Grainger resumed coverage on <strong>Pinnacle Foods</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/pf#NYSE"">PF</a>) with an Equal-Weight rating and $32.00 price target, down from ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/VPgLh44sIro"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/VPgLh44sIro/update-morgan-stanley-resumes-coverage-on-pinnacle-foods"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 9:18:40 AM"|"UPDATE: Morgan Stanley Reiterates On Cablevision Systems On More Breathing Room"|"In a report published Tuesday, Morgan Stanley analyst Benjamin Swinburne reiterated an Underweight rating on Cablevision Systems (NYSE: CVC <http://www.benzinga.com/stock/cvc#NYSE> ), and raised the price target from $12.00 to $14.00.

In the report, Morgan Stanley noted, ìWe reiterate our UW rating but ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/YNmv-6UgpJg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/YNmv-6UgpJg/update-morgan-stanley-reiterates-on-cablevision-systems-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst Benjamin Swinburne reiterated an Underweight rating on <strong>Cablevision Systems</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/cvc#NYSE"">CVC</a>), and raised the price target from $12.00 to $14.00.</p> <p>In the report, Morgan Stanley noted, ‚ÄúWe reiterate our UW rating but ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/YNmv-6UgpJg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/YNmv-6UgpJg/update-morgan-stanley-reiterates-on-cablevision-systems-"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 8:59:55 AM"|"Morgan Stanley Expects Good Things From United Technologies 2Q14 Report"|"In a report published Tuesday, Morgan Stanley analyst Nigel Coe reiterated an Overweight rating and $129.00 price target on United Technologies (NYSE: UTX <http://www.benzinga.com/stock/utx#NYSE> ).

In the report, Morgan Stanley noted, ìOur 2Q14e EPS of $1.72 stands 2c above cons, which incl. 11c of items, 12% Y/Y growth on a comparable basis. We see organic ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/7E_Dtwky_cM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/7E_Dtwky_cM/morgan-stanley-expects-good-things-from-united-technolog> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst Nigel Coe reiterated an Overweight rating and $129.00 price target on <strong>United Technologies</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/utx#NYSE"">UTX</a>).</p> <p>In the report, Morgan Stanley noted, ‚ÄúOur 2Q14e EPS of $1.72 stands 2c above cons, which incl. 11c of items, 12% Y/Y growth on a comparable basis. We see organic ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/7E_Dtwky_cM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/7E_Dtwky_cM/morgan-stanley-expects-good-things-from-united-technolog"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/15/2014 8:52:34 AM"|"Twitter Moving Higher On Macquarie Upgrade"|"Shares of Twitter (NYSE: TWTR <http://www.benzinga.com/stock/twtr#NYSE> ) are getting a boost Tuesday following an upgrade by Macquarie on limited downside risk. The research house changed its rating from Underperform to Neutral.

ìWhile we remain concerned about user growth trajectory and valuation, we see limited downside given ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/w4838oA0eQU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/w4838oA0eQU/twitter-moving-higher-on-macquarie-upgrade> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Shares of <strong>Twitter</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/twtr#NYSE"">TWTR</a>) are getting a boost Tuesday following an upgrade by Macquarie on limited downside risk. The research house changed its rating from Underperform to Neutral.</p> <p>  &ldquo;While we remain concerned about user growth trajectory and valuation, we see limited downside given ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/w4838oA0eQU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/w4838oA0eQU/twitter-moving-higher-on-macquarie-upgrade"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 8:49:07 AM"|"UPDATE: Bank Of America Reiterates On Mylan Following Abbott Transaction"|"In a report published Tuesday, Bank of America analyst Sumant S. Kulkarni reiterated a Buy rating on Mylan (NASDAQ: MYL <http://www.benzinga.com/stock/myl#NASDAQ> ), and raised the price target from $62.00 to $67.00.

In the report, Bank of America noted, ìMYL announced that it is buying Abbott's specialty branded/generic business in the non-US developed markets ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/1PJgiOjWHyk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/1PJgiOjWHyk/update-bank-of-america-reiterates-on-mylan-following-abb> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Bank of America analyst Sumant S. Kulkarni reiterated a Buy rating on <strong>Mylan</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/myl#NASDAQ"">MYL</a>), and raised the price target from $62.00 to $67.00.</p> <p>In the report, Bank of America noted, ‚ÄúMYL announced that it is buying Abbott&#039;s specialty branded/generic business in the non-US developed markets ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/1PJgiOjWHyk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/1PJgiOjWHyk/update-bank-of-america-reiterates-on-mylan-following-abb"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/15/2014 8:46:33 AM"|"Citigroup Trading Slightly Higher Despite Bearish Analyst Commentary"|"Morgan Stanley cut Citigroupís (NYSE: C <http://www.benzinga.com/stock/c#NYSE> ) 2015 and 2016 EPS estimates following the bankís second quarter earnings report. 2015 earnings were cut by 2.4 percent, while 2016 EPS was dropped by just 0.5 percent.

The main reason for the cut is Citigroupís expense ratio improving more slowly than expected. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/OCpQ10pf7pc> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/OCpQ10pf7pc/citigroup-trading-slightly-higher-despite-bearish-analys> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Morgan Stanley cut <strong>Citigroup&rsquo;s</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/c#NYSE"">C</a>) 2015 and 2016 EPS estimates following the bank&rsquo;s second quarter earnings report. 2015 earnings were cut by 2.4 percent, while 2016 EPS was dropped by just 0.5 percent.</p> <p>  The main reason for the cut is Citigroup&rsquo;s expense ratio improving more slowly than expected. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/OCpQ10pf7pc"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/OCpQ10pf7pc/citigroup-trading-slightly-higher-despite-bearish-analys"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 8:43:48 AM"|"UPDATE: Wunderlich Securities Upgrades Kodiak Oil & Gas As Shares Of WLL Provide Compelling Value"|"In a report published Tuesday, Wunderlich Securities analyst Jason A. Wangler upgraded the rating on Kodiak Oil & Gas (NYSE: KOG <http://www.benzinga.com/stock/kog#NYSE> ) from Hold to Buy, and raised the price target from $14.00 to $17.70.

In the report, Wunderlich Securities noted, ìWhiting Petroleum (WLL-$84.58, Buy) announced Sunday that it intends to acquire Kodiak Oil & Gas (KOG) in an all-stock ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/Zoo8g27tJKY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/Zoo8g27tJKY/update-wunderlich-securities-upgrades-kodiak-oil-gas-as-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Wunderlich Securities analyst Jason A. Wangler upgraded the rating on <strong>Kodiak Oil &amp; Gas</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/kog#NYSE"">KOG</a>) from Hold to Buy, and raised the price target from $14.00 to $17.70.</p> <p>In the report, Wunderlich Securities noted, ‚ÄúWhiting Petroleum (WLL-$84.58, Buy) announced Sunday that it intends to acquire Kodiak Oil &amp; Gas (KOG) in an all-stock ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/Zoo8g27tJKY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/Zoo8g27tJKY/update-wunderlich-securities-upgrades-kodiak-oil-gas-as-"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 8:43:05 AM"|"UPDATE: Wunderlich Securities Reiterates On Northern Oil & Gas As Non-Operated 'Discount' Remains Too High"|"In a report published Tuesday, Wunderlich Securities analyst Jason A. Wangler reiterated a Buy rating on Northern Oil & Gas (NYSE: NOG <http://www.benzinga.com/stock/nog#NYSE> ), and raised the price target from $17.00 to $20.00.

In the report, Wunderlich Securities noted, ìNorthern Oil & Gas (NOG) has been on a nice run the last 2-3 months as the weather in ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/p5RMlQ7-fT8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/p5RMlQ7-fT8/update-wunderlich-securities-reiterates-on-northern-oil-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Wunderlich Securities analyst Jason A. Wangler reiterated a Buy rating on <strong>Northern Oil &amp; Gas</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/nog#NYSE"">NOG</a>), and raised the price target from $17.00 to $20.00.</p> <p>In the report, Wunderlich Securities noted, ‚ÄúNorthern Oil &amp; Gas (NOG) has been on a nice run the last 2-3 months as the weather in ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/p5RMlQ7-fT8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/p5RMlQ7-fT8/update-wunderlich-securities-reiterates-on-northern-oil-"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/15/2014 8:27:41 AM"|"Barrington Research Sees Partnership With eBay As Positive For Sotheby's"|"In a report published Tuesday, Barrington Research analyst Kristine Koerber reiterated an Outperform rating and $52.00 price target on Sotheby's (NYSE: BID <http://www.benzinga.com/stock/bid#NYSE> ).

In the report, Barrington Research noted, ìThe company announced a partnership with eBay (EBAY; not rated) to ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/NCSUdkJ1NBU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/NCSUdkJ1NBU/barrington-research-sees-partnership-with-ebay-as-positi> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/analyst-color?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Barrington Research analyst Kristine Koerber reiterated an Outperform rating and $52.00 price target on <strong>Sotheby&#039;s</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/bid#NYSE"">BID</a>).</p> <p>In the report, Barrington Research noted, ‚ÄúThe company announced a partnership with eBay (EBAY; not rated) to ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/analyst-color/~4/NCSUdkJ1NBU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/analyst-color/~3/NCSUdkJ1NBU/barrington-research-sees-partnership-with-ebay-as-positi"">View article...</A></p></body></html>"
