"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"BMO Capital Markets"||"8/21/2014 9:30:00 AM"|"Dct Industrial Trust Inc (NYSE: DCT) downgraded to Market Perform  by BMO Capital Markets"|"BMO Capital Markets downgraded Dct Industrial Trust Inc (NYSE: DCT) to Market Perform. Previously BMO Capital Markets rated Outperform with price target $6 Dct Industrial Trust Inc (NYSE: DCT) on 06/23/2009, when the stock price was $4.18.
Rated Date: 8/21/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143345> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>BMO Capital Markets downgraded Dct Industrial Trust Inc (NYSE: DCT) to Market Perform. Previously BMO Capital Markets rated Outperform with price target $6 Dct Industrial Trust Inc (NYSE: DCT) on 06/23/2009, when the stock price was $4.18.<br />Rated Date: 8/21/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143345"">View article...</A></p></body></html>"
|"Standpoint Research"||"8/20/2014 9:30:00 AM"|"AECOM TECHNOLOGY CORPORATION (NYSE: ACM) downgraded to Hold  by Standpoint Research"|"Standpoint Research downgraded AECOM TECHNOLOGY CORPORATION (NYSE: ACM) to Hold. Standpoint Research rated AECOM TECHNOLOGY CORPORATION (NYSE: ACM) to Buy on 08/07/2013, when the price was $29.91. 
Rated Date: 8/20/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143342> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research downgraded AECOM TECHNOLOGY CORPORATION (NYSE: ACM) to Hold. Standpoint Research rated AECOM TECHNOLOGY CORPORATION (NYSE: ACM) to Buy   on 08/07/2013, when the price was $29.91. <br />Rated Date: 8/20/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143342"">View article...</A></p></body></html>"
|"Robert W. Baird"||"8/19/2014 9:30:00 AM"|"Ingersoll-rand Company (NYSE: IR) downgraded to Neutral with price target $65 by Robert W. Baird"|"Robert W. Baird downgraded Ingersoll-rand Company (NYSE: IR) to Neutral with price target $65. Previously, Robert W. Baird rated Ingersoll-rand Company (NYSE: IR) to Outperform with price target $46 on 01/19/2012, when the stock price was valued at $34.43.
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143316> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird downgraded Ingersoll-rand Company (NYSE: IR) to Neutral with price target $65. Previously, Robert W. Baird rated Ingersoll-rand Company (NYSE: IR) to Outperform with price target $46  on 01/19/2012, when the stock price was valued at $34.43.<br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143316"">View article...</A></p></body></html>"
|"Robert W. Baird"||"8/19/2014 9:30:00 AM"|"SolarCity (NASDAQ: SCTY) downgraded to Neutral with price target $83 by Robert W. Baird"|"
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143315> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143315"">View article...</A></p></body></html>"
|"DA Davidson"||"8/19/2014 9:30:00 AM"|"Windstream Corporation (NASDAQ: WIN) downgraded to Neutral with price target $11.75 by DA Davidson"|"DA Davidson downgraded Windstream Corporation (NASDAQ: WIN) to Neutral with price target $11.75. Previously, DA Davidson rated Windstream Corporation (NASDAQ: WIN) to Buy with price target $14.25 on 02/23/2011, when the stock price was valued at $12.25.
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143312> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>DA Davidson downgraded Windstream Corporation (NASDAQ: WIN) to Neutral with price target $11.75. Previously, DA Davidson rated Windstream Corporation (NASDAQ: WIN) to Buy with price target $14.25  on 02/23/2011, when the stock price was valued at $12.25.<br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143312"">View article...</A></p></body></html>"
|"UBS"||"8/28/2014 9:55:00 PM"|"Intermune, Inc. (NASDAQ: ITMN) downgraded to Neutral with price target $74 by UBS"|"Here is more proof that the UBS rating can guide you in smart investing. UBS downgraded Intermune, Inc. (NASDAQ: ITMN) to Neutral with price target $74 with today's price of $73.21. UBS rated Intermune, Inc. (NASDAQ: ITMN) to Buy with price target $52 on 06/12/2014, when the price was $43.89. Intermune, Inc.'s stock price gained 67% since then. By following the previous UBS's recommendation on ITMN, you would have gained 67% in 77 days.
Rated Date: 8/28/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143418> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Here is more proof that the UBS rating can guide you in smart investing. UBS downgraded Intermune, Inc. (NASDAQ: ITMN) to Neutral with price target $74 with today's price of $73.21. UBS rated Intermune, Inc. (NASDAQ: ITMN) to Buy with price target $52  on 06/12/2014, when the price was $43.89. Intermune, Inc.'s stock price gained 67% since then. </br> By following the previous UBS's recommendation on ITMN, you would have  gained 67% in 77 days.<br />Rated Date: 8/28/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143418"">View article...</A></p></body></html>"
|"Standpoint Research"||"8/28/2014 7:55:00 PM"|"American Eagle Outfitters Inc (NYSE: AEO) downgraded to Hold  by Standpoint Research"|"Standpoint Research downgraded American Eagle Outfitters Inc (NYSE: AEO) to Hold. Previously Standpoint Research rated Buy American Eagle Outfitters Inc (NYSE: AEO) on 05/15/2013, when the stock price was $20.16. Since then, American Eagle Outfitters Inc's stock price has lost 30% as of 08/28/2014's recent price of $14.06. If you would have followed the previous Standpoint Research's recommendation on AEO, you would have lost 30% of your investment in 470 days.
Rated Date: 8/28/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143417> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research downgraded American Eagle Outfitters Inc (NYSE: AEO) to Hold. Previously Standpoint Research rated Buy  American Eagle Outfitters Inc (NYSE: AEO) on 05/15/2013, when the stock price was $20.16. Since then, American Eagle Outfitters Inc's stock price has  lost 30% as of 08/28/2014's recent price of $14.06.</br> If you would have followed the previous Standpoint Research's recommendation on AEO, you would have lost 30% of your investment in 470 days.<br />Rated Date: 8/28/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143417"">View article...</A></p></body></html>"
|"FBR Capital"||"9/2/2014 5:55:00 PM"|"Pulte Homes, Inc. (NYSE: PHM) downgraded to Mkt Perform with price target $22 by FBR Capital"|"FBR Capital downgraded Pulte Homes, Inc. (NYSE: PHM) to Mkt Perform with price target $22. Previously FBR Capital downgraded to Pulte Homes, Inc. (NYSE: PHM) to Outperform with price target $24 on 01/31/2014, when the stock price was $20.32.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143451> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital downgraded Pulte Homes, Inc. (NYSE: PHM) to Mkt Perform with price target $22. Previously FBR Capital downgraded to Pulte Homes, Inc. (NYSE: PHM) to Outperform with price target $24  on 01/31/2014, when the stock price was $20.32.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143451"">View article...</A></p></body></html>"
|"Robert W. Baird"||"9/2/2014 5:55:00 PM"|"Emerge Energy Services Lp Commo (NYSE: EMES) downgraded to Neutral with price target $132 by Robert W. Baird"|"Robert W. Baird downgraded Emerge Energy Services Lp Commo (NYSE: EMES) to Neutral with price target $132. Robert W. Baird rated Emerge Energy Services Lp Commo (NYSE: EMES) to Outperform with price target $85 on 04/04/2014, when the price was $72.41. 
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143450> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird downgraded Emerge Energy Services Lp Commo (NYSE: EMES) to Neutral with price target $132. Robert W. Baird rated Emerge Energy Services Lp Commo (NYSE: EMES) to Outperform with price target $85  on 04/04/2014, when the price was $72.41. <br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143450"">View article...</A></p></body></html>"
|"Stifel"||"9/2/2014 5:55:00 PM"|"Exelixis, Inc. (NASDAQ: EXEL) downgraded to Hold  by Stifel"|"Stifel downgraded Exelixis, Inc. (NASDAQ: EXEL) to Hold. Previously, Stifel rated Exelixis, Inc. (NASDAQ: EXEL) to Buy with price target $11 on 02/07/2014, when the stock price was valued at $7.20.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143448> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel downgraded Exelixis, Inc. (NASDAQ: EXEL) to Hold. Previously, Stifel rated Exelixis, Inc. (NASDAQ: EXEL) to Buy with price target $11  on 02/07/2014, when the stock price was valued at $7.20.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143448"">View article...</A></p></body></html>"
|"Stifel"||"9/3/2014 5:55:00 PM"|"Echo Global Logistics Inc. (NASDAQ: ECHO) downgraded to Sell with price target $21 by Stifel"|"Stifel downgraded Echo Global Logistics Inc. (NASDAQ: ECHO) to Sell with price target $21. Stifel rated Echo Global Logistics Inc. (NASDAQ: ECHO) to Hold on 07/30/2013, when the price was $20.75. 
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143482> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel downgraded Echo Global Logistics Inc. (NASDAQ: ECHO) to Sell with price target $21. Stifel rated Echo Global Logistics Inc. (NASDAQ: ECHO) to Hold   on 07/30/2013, when the price was $20.75. <br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143482"">View article...</A></p></body></html>"
|"Robert W. Baird"||"9/3/2014 5:55:00 PM"|"Concur Technologies, Inc. (NASDAQ: CNQR) downgraded to Neutral  by Robert W. Baird"|"Robert W. Baird downgraded Concur Technologies, Inc. (NASDAQ: CNQR) to Neutral. Previously, Robert W. Baird rated Concur Technologies, Inc. (NASDAQ: CNQR) to Outperform with price target $60 on 02/03/2011, when the stock price was valued at $50.92.
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143480> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird downgraded Concur Technologies, Inc. (NASDAQ: CNQR) to Neutral. Previously, Robert W. Baird rated Concur Technologies, Inc. (NASDAQ: CNQR) to Outperform with price target $60  on 02/03/2011, when the stock price was valued at $50.92.<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143480"">View article...</A></p></body></html>"
|"Argus"||"9/4/2014 5:55:00 PM"|"Las Vegas Sands Corp. (NYSE: LVS) downgraded to Hold  by Argus"|"Argus downgraded Las Vegas Sands Corp. (NYSE: LVS) to Hold. Previously Argus downgraded to Las Vegas Sands Corp. (NYSE: LVS) to Buy with price target $90 on 01/14/2014, when the stock price was $80.27.
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143519> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus downgraded Las Vegas Sands Corp. (NYSE: LVS) to Hold. Previously Argus downgraded to Las Vegas Sands Corp. (NYSE: LVS) to Buy with price target $90  on 01/14/2014, when the stock price was $80.27.<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143519"">View article...</A></p></body></html>"
|"Stifel"||"9/5/2014 5:55:00 PM"|"Finisar Corporation (NASDAQ: FNSR) downgraded to Hold  by Stifel"|"Stifel downgraded Finisar Corporation (NASDAQ: FNSR) to Hold. Previously Stifel rated Buy with price target $31 Finisar Corporation (NASDAQ: FNSR) on 09/06/2013, when the stock price was $24.38.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143533> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel downgraded Finisar Corporation (NASDAQ: FNSR) to Hold. Previously Stifel rated Buy with price target $31 Finisar Corporation (NASDAQ: FNSR) on 09/06/2013, when the stock price was $24.38.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143533"">View article...</A></p></body></html>"
|"Argus"||"9/5/2014 6:55:00 PM"|"Wynn Resorts, (NASDAQ: WYNN) downgraded to Hold  by Argus"|"Argus downgraded Wynn Resorts, (NASDAQ: WYNN) to Hold. Argus rated Wynn Resorts, (NASDAQ: WYNN) to Buy with price target $210 on 12/20/2013, when the price was $185.35. 
Rated Date: 9/5/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143546> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus downgraded Wynn Resorts, (NASDAQ: WYNN) to Hold. Argus rated Wynn Resorts, (NASDAQ: WYNN) to Buy with price target $210  on 12/20/2013, when the price was $185.35. <br />Rated Date: 9/5/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143546"">View article...</A></p></body></html>"
|"BB&T Capital Mkts"||"9/5/2014 7:55:00 PM"|"Clean Harbors, Inc. (NYSE: CLH) downgraded to Hold  by BB&T Capital Mkts"|"BB&T Capital Mkts downgraded Clean Harbors, Inc. (NYSE: CLH) to Hold. Previously, BB&T Capital Mkts rated Clean Harbors, Inc. (NYSE: CLH) to Buy with price target $70 on 01/29/2013, when the stock price was valued at $57.07. Since then, Clean Harbors, Inc.'s stock price has gained 1% as of 09/05/2014's recent price of $57.54. If you had followed BB&T Capital Mkts's previous recommendation on CLH, you would have gained 1% of your investment in 584 days.
Rated Date: 9/5/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143552> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>BB&T Capital Mkts downgraded Clean Harbors, Inc. (NYSE: CLH) to Hold. Previously, BB&T Capital Mkts rated Clean Harbors, Inc. (NYSE: CLH) to Buy with price target $70  on 01/29/2013, when the stock price was valued at $57.07. Since then, Clean Harbors, Inc.'s stock price has  gained 1% as of 09/05/2014's recent price of $57.54.</br> If you had followed BB&T Capital Mkts's previous recommendation on CLH, you would have gained 1% of your investment in 584 days.<br />Rated Date: 9/5/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143552"">View article...</A></p></body></html>"
|"Stifel"||"9/9/2014 8:25:00 AM"|"Pacific Coast Oil Trust (NYSE: ROYT) downgraded to Hold  by Stifel"|"Stifel downgraded Pacific Coast Oil Trust (NYSE: ROYT) to Hold. Previously, Stifel rated Pacific Coast Oil Trust (NYSE: ROYT) to Buy with price target $10.25 on 08/12/2014, when the stock price was valued at $10.00.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143600> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel downgraded Pacific Coast Oil Trust (NYSE: ROYT) to Hold. Previously, Stifel rated Pacific Coast Oil Trust (NYSE: ROYT) to Buy with price target $10.25  on 08/12/2014, when the stock price was valued at $10.00.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143600"">View article...</A></p></body></html>"
|"Stifel"||"9/9/2014 8:25:00 AM"|"MARKWEST ENERGY PTNR (NYSE: MWE) downgraded to Hold  by Stifel"|"Stifel downgraded MARKWEST ENERGY PTNR (NYSE: MWE) to Hold. Previously Stifel rated Buy with price target $71 MARKWEST ENERGY PTNR (NYSE: MWE) on 11/14/2013, when the stock price was $67.99.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143589> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayDowngrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel downgraded MARKWEST ENERGY PTNR (NYSE: MWE) to Hold. Previously Stifel rated Buy with price target $71 MARKWEST ENERGY PTNR (NYSE: MWE) on 11/14/2013, when the stock price was $67.99.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143589"">View article...</A></p></body></html>"
