"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"FBR Capital"||"8/29/2014 11:55:00 PM"|"Big Lots, Inc. (BIG) rated Outperform  with price target $59 by FBR Capital"|"FBR Capital rated Outperform Big Lots, Inc. (NYSE: BIG) on 08/29/2014. Previously FBR Capital rated Outperform Big Lots, Inc. (NYSE: BIG) on 03/10/2014., when the stock price was $37.14. Since then, Big Lots, Inc. has gained 27.09% as of 08/29/2014's recent price of $47.20. If you would have followed the previous FBR Capital's recommendation on BIG, you would have gained 27.08% of your investment in 172 days.
Rated Date: 8/29/2014 2:25:00 PM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=46i5CEM3yPg:nMaDbXRZ144:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=46i5CEM3yPg:nMaDbXRZ144:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/46i5CEM3yPg/Gains-Stock-143441-BIG> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital rated Outperform Big Lots, Inc. (NYSE: BIG) on 08/29/2014. Previously FBR Capital rated Outperform Big Lots, Inc. (NYSE: BIG) on 03/10/2014., when the stock price was $37.14. Since then, Big Lots, Inc. has gained 27.09% as of 08/29/2014's recent price of $47.20.</br> If you would have followed the previous FBR Capital's recommendation on BIG, you would have gained 27.08% of your investment in 172 days.<br />Rated Date: 8/29/2014 2:25:00 PM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=46i5CEM3yPg:nMaDbXRZ144:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=46i5CEM3yPg:nMaDbXRZ144:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=46i5CEM3yPg:nMaDbXRZ144:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/46i5CEM3yPg/Gains-Stock-143441-BIG"">View article...</A></p></body></html>"
|"Argus"||"8/29/2014 11:55:00 PM"|"Boston Properties, Inc. (BXP) rated Buy  with price target $130 by Argus"|"Argus rated Buy Boston Properties, Inc. (NYSE: BXP) on 08/29/2014. Previously Argus rated Buy Boston Properties, Inc. (NYSE: BXP) on 06/10/2011., when the stock price was $102.98. Since then, Boston Properties, Inc. has gained 17.57% as of 08/29/2014's recent price of $121.07. If you would have followed the previous Argus's recommendation on BXP, you would have gained 17.56% of your investment in 1176 days.
Rated Date: 8/29/2014 2:25:00 PM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GOkvReftrAs:ahEtXtwjE7M:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GOkvReftrAs:ahEtXtwjE7M:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/GOkvReftrAs/Gains-Stock-143442-BXP> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus rated Buy Boston Properties, Inc. (NYSE: BXP) on 08/29/2014. Previously Argus rated Buy Boston Properties, Inc. (NYSE: BXP) on 06/10/2011., when the stock price was $102.98. Since then, Boston Properties, Inc. has gained 17.57% as of 08/29/2014's recent price of $121.07.</br> If you would have followed the previous Argus's recommendation on BXP, you would have gained 17.56% of your investment in 1176 days.<br />Rated Date: 8/29/2014 2:25:00 PM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GOkvReftrAs:ahEtXtwjE7M:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GOkvReftrAs:ahEtXtwjE7M:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=GOkvReftrAs:ahEtXtwjE7M:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/GOkvReftrAs/Gains-Stock-143442-BXP"">View article...</A></p></body></html>"
|"Stifel"||"8/28/2014 5:55:00 PM"|"Palo Alto Networks Inc. (PANW) rated Buy  with price target $100 by Stifel"|"Stifel rated Buy Palo Alto Networks Inc. (NYSE: PANW) on 08/28/2014. Previously Stifel rated Buy Palo Alto Networks Inc. (NYSE: PANW) on 01/22/2014., when the stock price was $62.02. Since then, Palo Alto Networks Inc. has gained 32.63% as of 08/28/2014's recent price of $82.26. If you would have followed the previous Stifel's recommendation on PANW, you would have gained 32.63% of your investment in 218 days.
Rated Date: 8/28/2014 8:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GqV_6QE5vZ8:o6LcBAEfxVY:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GqV_6QE5vZ8:o6LcBAEfxVY:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/GqV_6QE5vZ8/Gains-Stock-143408-PANW> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated Buy Palo Alto Networks Inc. (NYSE: PANW) on 08/28/2014. Previously Stifel rated Buy Palo Alto Networks Inc. (NYSE: PANW) on 01/22/2014., when the stock price was $62.02. Since then, Palo Alto Networks Inc. has gained 32.63% as of 08/28/2014's recent price of $82.26.</br> If you would have followed the previous Stifel's recommendation on PANW, you would have gained 32.63% of your investment in 218 days.<br />Rated Date: 8/28/2014 8:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GqV_6QE5vZ8:o6LcBAEfxVY:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=GqV_6QE5vZ8:o6LcBAEfxVY:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=GqV_6QE5vZ8:o6LcBAEfxVY:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/GqV_6QE5vZ8/Gains-Stock-143408-PANW"">View article...</A></p></body></html>"
|"UBS"||"8/28/2014 9:55:00 PM"|"Burger King Worldwide INC (BKW) rated Buy  with price target $34 by UBS"|"UBS rated Buy Burger King Worldwide INC (NYSE: BKW) on 08/28/2014. Previously UBS rated Buy Burger King Worldwide INC (NYSE: BKW) on 01/30/2014., when the stock price was $23.97. Since then, Burger King Worldwide INC has gained 30.62% as of 08/28/2014's recent price of $31.31. If you would have followed the previous UBS's recommendation on BKW, you would have gained 30.62% of your investment in 210 days.
Rated Date: 8/28/2014 12:25:00 PM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=myNd8pLkoWU:PKHHtcaAEhg:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=myNd8pLkoWU:PKHHtcaAEhg:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/myNd8pLkoWU/Gains-Stock-143422-BKW> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS rated Buy Burger King Worldwide INC (NYSE: BKW) on 08/28/2014. Previously UBS rated Buy Burger King Worldwide INC (NYSE: BKW) on 01/30/2014., when the stock price was $23.97. Since then, Burger King Worldwide INC has gained 30.62% as of 08/28/2014's recent price of $31.31.</br> If you would have followed the previous UBS's recommendation on BKW, you would have gained 30.62% of your investment in 210 days.<br />Rated Date: 8/28/2014 12:25:00 PM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=myNd8pLkoWU:PKHHtcaAEhg:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=myNd8pLkoWU:PKHHtcaAEhg:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=myNd8pLkoWU:PKHHtcaAEhg:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/myNd8pLkoWU/Gains-Stock-143422-BKW"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"8/28/2014 7:55:00 PM"|"Workday Inc. (WDAY) rated Buy  with price target $110 by Canaccord Genuity"|"Canaccord Genuity rated Buy Workday Inc. (NYSE: WDAY) on 08/28/2014. Previously Canaccord Genuity rated Buy Workday Inc. (NYSE: WDAY) on 05/23/2013., when the stock price was $68.81. Since then, Workday Inc. has gained 24.82% as of 08/29/2014's recent price of $85.89. If you would have followed the previous Canaccord Genuity's recommendation on WDAY, you would have gained 24.82% of your investment in 463 days.
Rated Date: 8/28/2014 10:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=rqrwIgjV_qM:j8Od_4vLPyk:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=rqrwIgjV_qM:j8Od_4vLPyk:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/rqrwIgjV_qM/Gains-Stock-143416-WDAY> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity rated Buy Workday Inc. (NYSE: WDAY) on 08/28/2014. Previously Canaccord Genuity rated Buy Workday Inc. (NYSE: WDAY) on 05/23/2013., when the stock price was $68.81. Since then, Workday Inc. has gained 24.82% as of 08/29/2014's recent price of $85.89.</br> If you would have followed the previous Canaccord Genuity's recommendation on WDAY, you would have gained 24.82% of your investment in 463 days.<br />Rated Date: 8/28/2014 10:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=rqrwIgjV_qM:j8Od_4vLPyk:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=rqrwIgjV_qM:j8Od_4vLPyk:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=rqrwIgjV_qM:j8Od_4vLPyk:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/rqrwIgjV_qM/Gains-Stock-143416-WDAY"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"8/28/2014 5:55:00 PM"|"21Vianet Group Inc. (VNET) rated Buy  with price target $35 by Canaccord Genuity"|"Canaccord Genuity rated Buy 21Vianet Group Inc. (NASDAQ: VNET) on 08/28/2014. Previously Canaccord Genuity rated Buy 21Vianet Group Inc. (NASDAQ: VNET) on 03/07/2014., when the stock price was $26.14. Since then, 21Vianet Group Inc. has gained 9.72% as of 08/28/2014's recent price of $28.68. If you would have followed the previous Canaccord Genuity's recommendation on VNET, you would have gained 9.71% of your investment in 174 days.
Rated Date: 8/28/2014 8:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=scaP6LhganU:f2y3ZQfK_aE:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=scaP6LhganU:f2y3ZQfK_aE:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/scaP6LhganU/Gains-Stock-143411-VNET> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity rated Buy 21Vianet Group Inc. (NASDAQ: VNET) on 08/28/2014. Previously Canaccord Genuity rated Buy 21Vianet Group Inc. (NASDAQ: VNET) on 03/07/2014., when the stock price was $26.14. Since then, 21Vianet Group Inc. has gained 9.72% as of 08/28/2014's recent price of $28.68.</br> If you would have followed the previous Canaccord Genuity's recommendation on VNET, you would have gained 9.71% of your investment in 174 days.<br />Rated Date: 8/28/2014 8:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=scaP6LhganU:f2y3ZQfK_aE:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=scaP6LhganU:f2y3ZQfK_aE:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=scaP6LhganU:f2y3ZQfK_aE:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/scaP6LhganU/Gains-Stock-143411-VNET"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"8/27/2014 6:55:00 PM"|"Seagate Technology Holdings (STX) rated Outperform  with price target $64 by RBC Capital Mkts"|"RBC Capital Mkts rated Outperform Seagate Technology Holdings (NASDAQ: STX) on 08/27/2014. Previously RBC Capital Mkts rated Outperform Seagate Technology Holdings (NASDAQ: STX) on 02/21/2014., when the stock price was $50.75. Since then, Seagate Technology Holdings has gained 22.34% as of 08/28/2014's recent price of $62.09. If you would have followed the previous RBC Capital Mkts's recommendation on STX, you would have gained 22.34% of your investment in 188 days.
Rated Date: 8/27/2014 9:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=jAORiUuuIX0:I_8be-mO0Ts:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=jAORiUuuIX0:I_8be-mO0Ts:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/jAORiUuuIX0/Gains-Stock-141493-STX> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts rated Outperform Seagate Technology Holdings (NASDAQ: STX) on 08/27/2014. Previously RBC Capital Mkts rated Outperform Seagate Technology Holdings (NASDAQ: STX) on 02/21/2014., when the stock price was $50.75. Since then, Seagate Technology Holdings has gained 22.34% as of 08/28/2014's recent price of $62.09.</br> If you would have followed the previous RBC Capital Mkts's recommendation on STX, you would have gained 22.34% of your investment in 188 days.<br />Rated Date: 8/27/2014 9:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=jAORiUuuIX0:I_8be-mO0Ts:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=jAORiUuuIX0:I_8be-mO0Ts:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=jAORiUuuIX0:I_8be-mO0Ts:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/jAORiUuuIX0/Gains-Stock-141493-STX"">View article...</A></p></body></html>"
|"MKM Partners"||"8/27/2014 8:55:00 PM"|"Tivo Inc. (TIVO) rated Buy with price target $18 by MKM Partners"|"MKM Partners rated Buy Tivo Inc. (NASDAQ: TIVO) on 08/27/2014. Previously MKM Partners rated Buy Tivo Inc. (NASDAQ: TIVO) on 05/09/2013., when the stock price was $11.95. Since then, Tivo Inc. has gained 15.90% as of 08/28/2014's recent price of $13.85. If you would have followed the previous MKM Partners's recommendation on TIVO, you would have gained 15.89% of your investment in 476 days.
Rated Date: 8/27/2014 11:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=mLGJ0HSkFyU:Oh3021SLMFM:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=mLGJ0HSkFyU:Oh3021SLMFM:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/mLGJ0HSkFyU/Gains-Stock-142285-TIVO> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners rated Buy Tivo Inc. (NASDAQ: TIVO) on 08/27/2014. Previously MKM Partners rated Buy Tivo Inc. (NASDAQ: TIVO) on 05/09/2013., when the stock price was $11.95. Since then, Tivo Inc. has gained 15.90% as of 08/28/2014's recent price of $13.85.</br> If you would have followed the previous MKM Partners's recommendation on TIVO, you would have gained 15.89% of your investment in 476 days.<br />Rated Date: 8/27/2014 11:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=mLGJ0HSkFyU:Oh3021SLMFM:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=mLGJ0HSkFyU:Oh3021SLMFM:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=mLGJ0HSkFyU:Oh3021SLMFM:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/mLGJ0HSkFyU/Gains-Stock-142285-TIVO"">View article...</A></p></body></html>"
|"Global Hunter Securities"||"8/27/2014 6:55:00 PM"|"Teekay Lng Partners, L.p. (TGP) rated Accumulate  with price target $47 by Global Hunter Securities"|"Global Hunter Securities rated Accumulate Teekay Lng Partners, L.p. (NYSE: TGP) on 08/27/2014. Previously Global Hunter Securities rated Buy Teekay Lng Partners, L.p. (NYSE: TGP) on 04/17/2013., when the stock price was $40.31. Since then, Teekay Lng Partners, L.p. has gained 7.37% as of 08/28/2014's recent price of $43.28. If you would have followed the previous Global Hunter Securities's recommendation on TGP, you would have gained 7.36% of your investment in 498 days.
Rated Date: 8/27/2014 9:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=blFhP2d7Nwk:0AMpcAtD2q4:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=blFhP2d7Nwk:0AMpcAtD2q4:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/blFhP2d7Nwk/Gains-Stock-141480-TGP> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Global Hunter Securities rated Accumulate Teekay Lng Partners, L.p. (NYSE: TGP) on 08/27/2014. Previously Global Hunter Securities rated Buy Teekay Lng Partners, L.p. (NYSE: TGP) on 04/17/2013., when the stock price was $40.31. Since then, Teekay Lng Partners, L.p. has gained 7.37% as of 08/28/2014's recent price of $43.28.</br> If you would have followed the previous Global Hunter Securities's recommendation on TGP, you would have gained 7.36% of your investment in 498 days.<br />Rated Date: 8/27/2014 9:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=blFhP2d7Nwk:0AMpcAtD2q4:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=blFhP2d7Nwk:0AMpcAtD2q4:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=blFhP2d7Nwk:0AMpcAtD2q4:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/blFhP2d7Nwk/Gains-Stock-141480-TGP"">View article...</A></p></body></html>"
|"Needham"||"9/2/2014 5:55:00 PM"|"3d Systems Corporation (DDD) rated Buy  with price target $65 by Needham"|"Needham rated Buy 3d Systems Corporation (NYSE: DDD) on 09/02/2014. Previously Needham rated Buy 3d Systems Corporation (NYSE: DDD) on 07/29/2011., when the stock price was $14.62. Since then, 3d Systems Corporation has gained 266.02% as of 08/29/2014's recent price of $53.51. If you would have followed the previous Needham's recommendation on DDD, you would have gained 266.02% of your investment in 1127 days.
Rated Date: 9/2/2014 8:25:00 AM
 <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=c4Zk1NeNK4U:75wIVP1c0Uw:yIl2AUoC8zA>   <http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=c4Zk1NeNK4U:75wIVP1c0Uw:V_sGLiPBpWU>  


View article... <http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/c4Zk1NeNK4U/Gains-Stock-143458-DDD> 

"|"<html><head><base href=""http://feeds.feedburner.com/Gainerstoday-Recent-Analyst-Stocks-Recommendations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Needham rated Buy 3d Systems Corporation (NYSE: DDD) on 09/02/2014. Previously Needham rated Buy 3d Systems Corporation (NYSE: DDD) on 07/29/2011., when the stock price was $14.62. Since then, 3d Systems Corporation has gained 266.02% as of 08/29/2014's recent price of $53.51.</br> If you would have followed the previous Needham's recommendation on DDD, you would have gained 266.02% of your investment in 1127 days.<br />Rated Date: 9/2/2014 8:25:00 AM<div class=""feedflare""> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=c4Zk1NeNK4U:75wIVP1c0Uw:yIl2AUoC8zA""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?d=yIl2AUoC8zA"" border=""0""></img></a> <a href=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?a=c4Zk1NeNK4U:75wIVP1c0Uw:V_sGLiPBpWU""><img src=""http://feeds.feedburner.com/~ff/Gainerstoday-Recent-Analyst-Stocks-Recommendations?i=c4Zk1NeNK4U:75wIVP1c0Uw:V_sGLiPBpWU"" border=""0""></img></a> </div></td></tr></table><p><BR/><A HREF=""http://feedproxy.google.com/~r/Gainerstoday-Recent-Analyst-Stocks-Recommendations/~3/c4Zk1NeNK4U/Gains-Stock-143458-DDD"">View article...</A></p></body></html>"
