"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Standpoint Research"||"9/4/2014 12:55:00 AM"|"Ingredion Inc (NYSE: INGR) reiterated to Hold  by Standpoint Research"|"Standpoint Research reiterated Ingredion Inc (NYSE: INGR) to Hold. Previously, Standpoint Research rated Ingredion Inc (NYSE: INGR) to Hold on 03/11/2010, when the stock price was valued at $35.16. Since then, Ingredion Inc's stock price has gained 126% as of 09/03/2014's recent price of $79.41.
Rated Date: 9/3/2014 3:25:00 PM	


View article... <http://www.gainerstoday.com/article-143508> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research reiterated Ingredion Inc (NYSE: INGR) to Hold. Previously, Standpoint Research rated Ingredion Inc (NYSE: INGR) to Hold   on 03/11/2010, when the stock price was valued at $35.16. Since then, Ingredion Inc's stock price has  gained 126% as of 09/03/2014's recent price of $79.41.<br />Rated Date: 9/3/2014 3:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143508"">View article...</A></p></body></html>"
|"MLV & Co"||"9/3/2014 8:55:00 PM"|"Callon Petroleum Company (NYSE: CPE) reiterated to Buy with price target $16 by MLV & Co"|"MLV & Co reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16. Previously MLV & Co reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $8 on 10/16/2013, when the stock price was $6.02. Since then, Callon Petroleum Company's stock price has gained 75% as of 09/03/2014's recent price of $10.53. If you would have followed the previous MLV & Co's recommendation on CPE, you would have gained 75% of your investment in 322 days.
Rated Date: 9/3/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143503> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MLV & Co reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16. Previously MLV & Co reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $8  on 10/16/2013, when the stock price was $6.02. Since then, Callon Petroleum Company's stock price has  gained 75% as of 09/03/2014's recent price of $10.53.</br> If you would have followed the previous MLV & Co's recommendation on CPE, you would have gained 75% of your investment in 322 days.<br />Rated Date: 9/3/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143503"">View article...</A></p></body></html>"
|"UBS"||"9/3/2014 8:55:00 PM"|"Pacific Gas & Electric Co. (NYSE: PCG) reiterated to Neutral with price target $46 by UBS"|"UBS reiterated Pacific Gas & Electric Co. (NYSE: PCG) to Neutral with price target $46 with today's price of $47.34. UBS rated Pacific Gas & Electric Co. (NYSE: PCG) to Neutral with price target $47 on 05/03/2013, when the price was $47.29. 
Rated Date: 9/3/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143502> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS reiterated Pacific Gas & Electric Co. (NYSE: PCG) to Neutral with price target $46 with today's price of $47.34. UBS rated Pacific Gas & Electric Co. (NYSE: PCG) to Neutral with price target $47  on 05/03/2013, when the price was $47.29. <br />Rated Date: 9/3/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143502"">View article...</A></p></body></html>"
|"UBS"||"9/4/2014 8:55:00 PM"|"Phillips-van Heusen Corporation (NYSE: PVH) reiterated to Buy with price target $170 by UBS"|"UBS reiterated Phillips-van Heusen Corporation (NYSE: PVH) to Buy with price target $170. Previously UBS rated Buy with price target $153 Phillips-van Heusen Corporation (NYSE: PVH) on 02/24/2014, when the stock price was $123.42. Since then, Phillips-van Heusen Corporation's stock price has gained 4% as of 09/04/2014's recent price of $128.02. If you would have followed the previous UBS's recommendation on PVH, you would have gained 4% of your investment in 192 days.
Rated Date: 9/4/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143525> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS reiterated Phillips-van Heusen Corporation (NYSE: PVH) to Buy with price target $170. Previously UBS rated Buy with price target $153 Phillips-van Heusen Corporation (NYSE: PVH) on 02/24/2014, when the stock price was $123.42. Since then, Phillips-van Heusen Corporation's stock price has  gained 4% as of 09/04/2014's recent price of $128.02.</br> If you would have followed the previous UBS's recommendation on PVH, you would have gained 4% of your investment in 192 days.<br />Rated Date: 9/4/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143525"">View article...</A></p></body></html>"
|"UBS"||"9/4/2014 8:55:00 PM"|"Yum! Brands, Inc. (NYSE: YUM) reiterated to Buy with price target $85 by UBS"|"UBS reiterated Yum! Brands, Inc. (NYSE: YUM) to Buy with price target $85. Previously, UBS rated Yum! Brands, Inc. (NYSE: YUM) to Buy with price target $80 on 06/07/2013, when the stock price was valued at $73.35. Since then, Yum! Brands, Inc.'s stock price has lost 3% as of 09/04/2014's recent price of $71.12. If you had followed UBS's previous recommendation on YUM, you would have lost 3% of your investment in 454 days.
Rated Date: 9/4/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143524> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS reiterated Yum! Brands, Inc. (NYSE: YUM) to Buy with price target $85. Previously, UBS rated Yum! Brands, Inc. (NYSE: YUM) to Buy with price target $80  on 06/07/2013, when the stock price was valued at $73.35. Since then, Yum! Brands, Inc.'s stock price has  lost 3% as of 09/04/2014's recent price of $71.12.</br> If you had followed UBS's previous recommendation on YUM, you would have lost 3% of your investment in 454 days.<br />Rated Date: 9/4/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143524"">View article...</A></p></body></html>"
|"UBS"||"9/4/2014 8:55:00 PM"|"Essex Property Trust, Inc. (NYSE: ESS) reiterated to Neutral with price target $195 by UBS"|"UBS reiterated Essex Property Trust, Inc. (NYSE: ESS) to Neutral with price target $195. Previously UBS reiterated Essex Property Trust, Inc. (NYSE: ESS) to Neutral with price target $98 on 08/16/2010, when the stock price was $102.25. Since then, Essex Property Trust, Inc.'s stock price has gained 90% as of 09/04/2014's recent price of $194.34.
Rated Date: 9/4/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143523> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS reiterated Essex Property Trust, Inc. (NYSE: ESS) to Neutral with price target $195. Previously UBS reiterated Essex Property Trust, Inc. (NYSE: ESS) to Neutral with price target $98  on 08/16/2010, when the stock price was $102.25. Since then, Essex Property Trust, Inc.'s stock price has  gained 90% as of 09/04/2014's recent price of $194.34.<br />Rated Date: 9/4/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143523"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"9/4/2014 6:55:00 PM"|"Stein Mart, Inc. (NASDAQ: SMRT) reiterated to Buy with price target $17 by Canaccord Genuity"|"Canaccord Genuity reiterated Stein Mart, Inc. (NASDAQ: SMRT) to Buy with price target $17. Previously Canaccord Genuity rated Buy with price target $18 Stein Mart, Inc. (NASDAQ: SMRT) on 05/22/2014, when the stock price was $13.70.
Rated Date: 9/4/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143521> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity reiterated Stein Mart, Inc. (NASDAQ: SMRT) to Buy with price target $17. Previously Canaccord Genuity rated Buy with price target $18 Stein Mart, Inc. (NASDAQ: SMRT) on 05/22/2014, when the stock price was $13.70.<br />Rated Date: 9/4/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143521"">View article...</A></p></body></html>"
|"Stifel"||"9/4/2014 5:55:00 PM"|"Wyndham Worldwide Corp (NYSE: WYN) reiterated to Buy with price target $95 by Stifel"|"Stifel reiterated Wyndham Worldwide Corp (NYSE: WYN) to Buy with price target $95. Stifel rated Wyndham Worldwide Corp (NYSE: WYN) to Buy with price target $85 on 12/03/2013, when the price was $72.27. 
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143518> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel reiterated Wyndham Worldwide Corp (NYSE: WYN) to Buy with price target $95. Stifel rated Wyndham Worldwide Corp (NYSE: WYN) to Buy with price target $85  on 12/03/2013, when the price was $72.27. <br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143518"">View article...</A></p></body></html>"
|"Stifel"||"9/4/2014 5:55:00 PM"|"Marrone Bio Innovations Inc. (NASDAQ: MBII) reiterated to Buy with price target $10 by Stifel"|"Stifel reiterated Marrone Bio Innovations Inc. (NASDAQ: MBII) to Buy with price target $10. Previously Stifel rated Buy with price target $17 Marrone Bio Innovations Inc. (NASDAQ: MBII) on 08/27/2013, when the stock price was $13.20.
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143517> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel reiterated Marrone Bio Innovations Inc. (NASDAQ: MBII) to Buy with price target $10. Previously Stifel rated Buy with price target $17 Marrone Bio Innovations Inc. (NASDAQ: MBII) on 08/27/2013, when the stock price was $13.20.<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143517"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/4/2014 5:55:00 PM"|"Conocophillips (NYSE: COP) reiterated to Outperform with price target $95 by Oppenheimer"|"Oppenheimer reiterated Conocophillips (NYSE: COP) to Outperform with price target $95. Previously, Oppenheimer rated Conocophillips (NYSE: COP) to Outperform with price target $80 on 08/23/2013, when the stock price was valued at $66.21.
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143516> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer reiterated Conocophillips (NYSE: COP) to Outperform with price target $95. Previously, Oppenheimer rated Conocophillips (NYSE: COP) to Outperform with price target $80  on 08/23/2013, when the stock price was valued at $66.21.<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143516"">View article...</A></p></body></html>"
|"Maxim Group"||"9/4/2014 11:55:00 PM"|"Callon Petroleum Company (NYSE: CPE) reiterated to Buy with price target $16 by Maxim Group"|"The Maxim Group advised against investing in this stock and the price has fallen for a loss. The price fell from $10.96 on 06/11/2014 to $10.35 on 09/04/2014. Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16 with today's price of $10.35. Maxim Group rated Callon Petroleum Company (NYSE: CPE) to Buy with price target $14 on 06/11/2014, when the price was $10.96. Callon Petroleum Company's stock price lost 6% since then. By following the previous Maxim Group's recommendation on CPE, you would have lost 6% in 85 days.
Rated Date: 9/4/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143530> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>The Maxim Group advised against investing in this stock and the price has fallen for a loss. The price fell from $10.96 on 06/11/2014 to $10.35 on 09/04/2014. Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16 with today's price of $10.35. Maxim Group rated Callon Petroleum Company (NYSE: CPE) to Buy with price target $14  on 06/11/2014, when the price was $10.96. Callon Petroleum Company's stock price lost 6% since then. </br> By following the previous Maxim Group's recommendation on CPE, you would have  lost 6% in 85 days.<br />Rated Date: 9/4/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143530"">View article...</A></p></body></html>"
|"Barclays"||"9/4/2014 9:55:00 PM"|"Informatica Corporation (NASDAQ: INFA) reiterated to Equal Weight with price target $35 by Barclays"|"Barclays reiterated Informatica Corporation (NASDAQ: INFA) to Equal Weight with price target $35. Previously Barclays rated Overweight with price target $45 Informatica Corporation (NASDAQ: INFA) on 04/01/2014, when the stock price was $39.79. Since then, Informatica Corporation's stock price has lost 15% as of 09/04/2014's recent price of $33.97. If you would have followed the previous Barclays's recommendation on INFA, you would have lost 15% of your investment in 156 days.
Rated Date: 9/4/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143529> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays reiterated Informatica Corporation (NASDAQ: INFA) to Equal Weight with price target $35. Previously Barclays rated Overweight with price target $45 Informatica Corporation (NASDAQ: INFA) on 04/01/2014, when the stock price was $39.79. Since then, Informatica Corporation's stock price has  lost 15% as of 09/04/2014's recent price of $33.97.</br> If you would have followed the previous Barclays's recommendation on INFA, you would have lost 15% of your investment in 156 days.<br />Rated Date: 9/4/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143529"">View article...</A></p></body></html>"
|"Barclays"||"9/4/2014 9:55:00 PM"|"Tangoe Inc. (NASDAQ: TNGO) reiterated to Equal Weight with price target $15 by Barclays"|"Barclays reiterated Tangoe Inc. (NASDAQ: TNGO) to Equal Weight with price target $15. Previously, Barclays rated Tangoe Inc. (NASDAQ: TNGO) to Overweight with price target $23 on 01/07/2013, when the stock price was valued at $13.15. Since then, Tangoe Inc.'s stock price has gained 2% as of 09/04/2014's recent price of $13.37. If you had followed Barclays's previous recommendation on TNGO, you would have gained 2% of your investment in 605 days.
Rated Date: 9/4/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143528> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays reiterated Tangoe Inc. (NASDAQ: TNGO) to Equal Weight with price target $15. Previously, Barclays rated Tangoe Inc. (NASDAQ: TNGO) to Overweight with price target $23  on 01/07/2013, when the stock price was valued at $13.15. Since then, Tangoe Inc.'s stock price has  gained 2% as of 09/04/2014's recent price of $13.37.</br> If you had followed Barclays's previous recommendation on TNGO, you would have gained 2% of your investment in 605 days.<br />Rated Date: 9/4/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143528"">View article...</A></p></body></html>"
|"Barclays"||"9/4/2014 9:55:00 PM"|"TERADATA CORPORATION (NYSE: TDC) reiterated to Equal Weight with price target $46 by Barclays"|"Barclays reiterated TERADATA CORPORATION (NYSE: TDC) to Equal Weight with price target $46. Previously Barclays reiterated TERADATA CORPORATION (NYSE: TDC) to Overweight with price target $63 on 10/15/2013, when the stock price was $43.83. Since then, TERADATA CORPORATION's stock price has gained 2% as of 09/04/2014's recent price of $44.90. If you would have followed the previous Barclays's recommendation on TDC, you would have gained 2% of your investment in 324 days.
Rated Date: 9/4/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143527> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays reiterated TERADATA CORPORATION (NYSE: TDC) to Equal Weight with price target $46. Previously Barclays reiterated TERADATA CORPORATION (NYSE: TDC) to Overweight with price target $63  on 10/15/2013, when the stock price was $43.83. Since then, TERADATA CORPORATION's stock price has  gained 2% as of 09/04/2014's recent price of $44.90.</br> If you would have followed the previous Barclays's recommendation on TDC, you would have gained 2% of your investment in 324 days.<br />Rated Date: 9/4/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143527"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/5/2014 5:55:00 PM"|"Veriphone Holdings, Inc. (NYSE: PAY) reiterated to Sector Perform with price target $40 by RBC Capital Mkts"|"RBC Capital Mkts reiterated Veriphone Holdings, Inc. (NYSE: PAY) to Sector Perform with price target $40. Previously RBC Capital Mkts reiterated Veriphone Holdings, Inc. (NYSE: PAY) to Sector Perform with price target $36 on 01/10/2013, when the stock price was $31.09.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143543> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts reiterated Veriphone Holdings, Inc. (NYSE: PAY) to Sector Perform with price target $40. Previously RBC Capital Mkts reiterated Veriphone Holdings, Inc. (NYSE: PAY) to Sector Perform with price target $36  on 01/10/2013, when the stock price was $31.09.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143543"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/5/2014 5:55:00 PM"|"Uti Worldwide Inc. (NASDAQ: UTIW) reiterated to Outperform with price target $13 by RBC Capital Mkts"|"RBC Capital Mkts reiterated Uti Worldwide Inc. (NASDAQ: UTIW) to Outperform with price target $13. Previously RBC Capital Mkts rated Outperform with price target $22 Uti Worldwide Inc. (NASDAQ: UTIW) on 02/24/2014, when the stock price was $15.49.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143541> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts reiterated Uti Worldwide Inc. (NASDAQ: UTIW) to Outperform with price target $13. Previously RBC Capital Mkts rated Outperform with price target $22 Uti Worldwide Inc. (NASDAQ: UTIW) on 02/24/2014, when the stock price was $15.49.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143541"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/5/2014 5:55:00 PM"|"Verint Systems (NASDAQ: VRNT) reiterated to Outperform with price target $60 by RBC Capital Mkts"|"RBC Capital Mkts reiterated Verint Systems (NASDAQ: VRNT) to Outperform with price target $60. Previously, RBC Capital Mkts rated Verint Systems (NASDAQ: VRNT) to Outperform on 04/19/2010, when the stock price was valued at $26.45.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143540> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts reiterated Verint Systems (NASDAQ: VRNT) to Outperform with price target $60. Previously, RBC Capital Mkts rated Verint Systems (NASDAQ: VRNT) to Outperform   on 04/19/2010, when the stock price was valued at $26.45.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143540"">View article...</A></p></body></html>"
|"Dougherty & Company  "||"9/5/2014 5:55:00 PM"|"Ciena Corporation (NYSE: CIEN) reiterated to Buy with price target $32 by Dougherty & Company  "|"Dougherty & Company reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $32. Previously Dougherty & Company reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $34 on 03/06/2014, when the stock price was $24.44.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143539> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Dougherty & Company   reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $32. Previously Dougherty & Company   reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $34  on 03/06/2014, when the stock price was $24.44.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143539"">View article...</A></p></body></html>"
|"Needham"||"9/5/2014 5:55:00 PM"|"Finisar Corporation (NASDAQ: FNSR) reiterated to Buy with price target $25 by Needham"|"Needham reiterated Finisar Corporation (NASDAQ: FNSR) to Buy with price target $25. Previously, Needham rated Finisar Corporation (NASDAQ: FNSR) to Strong Buy with price target $31 on 09/06/2013, when the stock price was valued at $24.38.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143532> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Needham reiterated Finisar Corporation (NASDAQ: FNSR) to Buy with price target $25. Previously, Needham rated Finisar Corporation (NASDAQ: FNSR) to Strong Buy with price target $31  on 09/06/2013, when the stock price was valued at $24.38.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143532"">View article...</A></p></body></html>"
|"Maxim Group"||"9/5/2014 6:55:00 PM"|"Callon Petroleum Company (NYSE: CPE) reiterated to Buy with price target $16 by Maxim Group"|"Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16. Previously Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16 on 09/04/2014, when the stock price was $10.35.
Rated Date: 9/5/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143551> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16. Previously Maxim Group reiterated Callon Petroleum Company (NYSE: CPE) to Buy with price target $16  on 09/04/2014, when the stock price was $10.35.<br />Rated Date: 9/5/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143551"">View article...</A></p></body></html>"
|"Argus"||"9/5/2014 6:55:00 PM"|"Occidental Petroleum Corporation (NYSE: OXY) reiterated to Buy with price target $116 by Argus"|"Argus reiterated Occidental Petroleum Corporation (NYSE: OXY) to Buy with price target $116. Argus rated Occidental Petroleum Corporation (NYSE: OXY) to Buy with price target $110 on 02/19/2014, when the price was $95.87. 
Rated Date: 9/5/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143550> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Argus reiterated Occidental Petroleum Corporation (NYSE: OXY) to Buy with price target $116. Argus rated Occidental Petroleum Corporation (NYSE: OXY) to Buy with price target $110  on 02/19/2014, when the price was $95.87. <br />Rated Date: 9/5/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143550"">View article...</A></p></body></html>"
|"Stifel"||"9/5/2014 6:55:00 PM"|"Ambarella Inc. (NASDAQ: AMBA) reiterated to Buy with price target $44 by Stifel"|"Stifel reiterated Ambarella Inc. (NASDAQ: AMBA) to Buy with price target $44. Previously Stifel rated Buy with price target $35 Ambarella Inc. (NASDAQ: AMBA) on 03/07/2014, when the stock price was $31.50.
Rated Date: 9/5/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143549> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel reiterated Ambarella Inc. (NASDAQ: AMBA) to Buy with price target $44. Previously Stifel rated Buy with price target $35 Ambarella Inc. (NASDAQ: AMBA) on 03/07/2014, when the stock price was $31.50.<br />Rated Date: 9/5/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143549"">View article...</A></p></body></html>"
|"Compass Point"||"9/5/2014 6:55:00 PM"|"Hovnanian Enterprises Inc (NYSE: HOV) reiterated to Neutral with price target $4.50 by Compass Point"|"Compass Point reiterated Hovnanian Enterprises Inc (NYSE: HOV) to Neutral with price target $4.50. Previously, Compass Point rated Hovnanian Enterprises Inc (NYSE: HOV) to Neutral with price target $5 on 03/06/2014, when the stock price was valued at $5.22.
Rated Date: 9/5/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143548> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Compass Point reiterated Hovnanian Enterprises Inc (NYSE: HOV) to Neutral with price target $4.50. Previously, Compass Point rated Hovnanian Enterprises Inc (NYSE: HOV) to Neutral with price target $5  on 03/06/2014, when the stock price was valued at $5.22.<br />Rated Date: 9/5/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143548"">View article...</A></p></body></html>"
|"MKM Partners"||"9/5/2014 8:55:00 PM"|"Ciena Corporation (NYSE: CIEN) reiterated to Buy with price target $25 by MKM Partners"|"MKM Partners reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $25. Previously MKM Partners rated Buy with price target $32 Ciena Corporation (NYSE: CIEN) on 02/18/2014, when the stock price was $25.86. Since then, Ciena Corporation's stock price has lost 25% as of 09/05/2014's recent price of $19.36. If you would have followed the previous MKM Partners's recommendation on CIEN, you would have lost 25% of your investment in 199 days.
Rated Date: 9/5/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143557> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayReiterations?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners reiterated Ciena Corporation (NYSE: CIEN) to Buy with price target $25. Previously MKM Partners rated Buy with price target $32 Ciena Corporation (NYSE: CIEN) on 02/18/2014, when the stock price was $25.86. Since then, Ciena Corporation's stock price has  lost 25% as of 09/05/2014's recent price of $19.36.</br> If you would have followed the previous MKM Partners's recommendation on CIEN, you would have lost 25% of your investment in 199 days.<br />Rated Date: 9/5/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143557"">View article...</A></p></body></html>"
