"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Eric Niederer"||"6/18/2014 10:45:06 AM"|"UPDATE: JP Morgan Downgrades GNC, Cites 'Too Many Red Flags'"|"In a note released Wednesday morning, JP Morgan analyst Christopher Horvers downgraded GNC Holdings (NYSE: GNC <http://www.benzinga.com/stock/gnc#NYSE> ) from Overweight to Neutral and reduced the ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Ilg0bEnFARU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Ilg0bEnFARU/update-jp-morgan-downgrades-gnc-cites-too-many-red-flags> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Wednesday morning, JP Morgan analyst Christopher Horvers downgraded <strong>GNC Holdings</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/gnc#NYSE"">GNC</a>) from Overweight to Neutral and reduced the ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Ilg0bEnFARU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Ilg0bEnFARU/update-jp-morgan-downgrades-gnc-cites-too-many-red-flags"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/19/2014 12:53:39 PM"|"UPDATE: RBC Capital Downgrades Trulia"|"In a note released Thursday, RBC analyst Mark Mahaney downgraded shares of Trulia (NYSE: TRLA <http://www.benzinga.com/stock/trla#NYSE> ) from Outperform to Sector Perform and maintained a $45 price target.

Mahaney began by acknowledging the stellar performance of Trulia so ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Y06NguZ8Z0Q> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Y06NguZ8Z0Q/update-rbc-capital-downgrades-trulia> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Thursday, RBC analyst Mark Mahaney downgraded shares of <strong>Trulia </strong>(NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/trla#NYSE"">TRLA</a>) from Outperform to Sector Perform and maintained a $45 price target.</p> <p>  Mahaney began by acknowledging the stellar performance of Trulia so ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Y06NguZ8Z0Q"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Y06NguZ8Z0Q/update-rbc-capital-downgrades-trulia"">View article...</A></p></body></html>"
|"Luke Jacobi"||"6/19/2014 10:53:14 AM"|"Juniper Networks Falling On Mizuho Downgrade"|"Shares of Juniper Networks (NASDAQ: JNPR <http://www.benzinga.com/stock/jnpr#NASDAQ> ) are down more than three percent Thursday morning following a Mizhuho downgrade from Outperform to Neutral. The price target was cut from $32 to $26.

Regarding capex spending, analyst Matthew Hoffman writes, “Over the past few weeks datapoints ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/YjoPtuZBBpU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/YjoPtuZBBpU/juniper-networks-falling-on-mizuho-downgrade> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Shares of <strong>Juniper Networks</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/jnpr#NASDAQ"">JNPR</a>) are down more than three percent Thursday morning following a Mizhuho downgrade from Outperform to Neutral. The price target was cut from $32 to $26.</p> <p>  Regarding capex spending, analyst Matthew Hoffman writes, &ldquo;Over the past few weeks datapoints ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/YjoPtuZBBpU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/YjoPtuZBBpU/juniper-networks-falling-on-mizuho-downgrade"">View article...</A></p></body></html>"
|"Luke Jacobi"||"6/19/2014 10:00:28 AM"|"One Analyst Sends Dr. Pepper Snapple Shares Down"|"Shares of Dr. Pepper Snapple (NYSE: DPS <http://www.benzinga.com/stock/dps#NYSE> ) are down Thursday morning after BTIG initiated the company with a Sell rating and $50 price target (19.8 percent downside).

Analyst Theo Brito writes, “Despite whitespace for both Dr Pepper and Snapple, DPS is not gaining distribution. We believe this ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/k49hcJGsqo8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/k49hcJGsqo8/one-analyst-sends-dr-pepper-snapple-shares-down> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Shares of <strong>Dr. Pepper Snapple</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/dps#NYSE"">DPS</a>) are down Thursday morning after BTIG initiated the company with a Sell rating and $50 price target (19.8 percent downside).</p> <p>  Analyst Theo Brito writes, &ldquo;Despite whitespace for both Dr Pepper and Snapple, DPS is not gaining distribution. We believe this ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/k49hcJGsqo8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/k49hcJGsqo8/one-analyst-sends-dr-pepper-snapple-shares-down"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/19/2014 8:02:26 AM"|"UPDATE: Bank Of America Downgrades NVIDIA"|"In a note released early Thursday morning, Bank of America analyst Adam Gonzalez downgraded shares of NVIDIA (NASDAQ: NVDA <http://www.benzinga.com/stock/nvda#NASDAQ> ) from Neutral to Underperform and maintained a price target.

As reasons for the downgrade, Gonzalez cited ""very modest"" sales growth of three to four percent ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/AjNj8gB2vJs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/AjNj8gB2vJs/update-bank-of-america-downgrades-nvidia> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released early Thursday morning, Bank of America analyst Adam Gonzalez downgraded shares of <strong>NVIDIA </strong>(NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/nvda#NASDAQ"">NVDA</a>) from Neutral to Underperform and maintained a price target.</p> <p>  As reasons for the downgrade, Gonzalez cited &quot;very modest&quot; sales growth of three to four percent ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/AjNj8gB2vJs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/AjNj8gB2vJs/update-bank-of-america-downgrades-nvidia"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"6/19/2014 7:58:36 AM"|"UPDATE: Bank Of America Downgrades ConAgra Foods On Mixed Factors"|"In a report published Thursday, Bank of America analyst Bryan D. Spillane downgraded the rating on ConAgra Foods (NYSE: CAG <http://www.benzinga.com/stock/cag#NYSE> ) from Buy to Underperform, and lowered the price target from $34.00 to $30.00.

In the report, Bank of America noted, “We are downgrading ConAgra ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/ef70uWndN4Y> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/ef70uWndN4Y/update-bank-of-america-downgrades-conagra-foods-on-mixed> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Thursday, Bank of America analyst Bryan D. Spillane downgraded the rating on <strong>ConAgra Foods</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/cag#NYSE"">CAG</a>) from Buy to Underperform, and lowered the price target from $34.00 to $30.00.</p> <p>In the report, Bank of America noted, â€œWe are downgrading ConAgra ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/ef70uWndN4Y"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/ef70uWndN4Y/update-bank-of-america-downgrades-conagra-foods-on-mixed"">View article...</A></p></body></html>"
|"Monica Gerson"||"6/19/2014 7:54:13 AM"|"Benzinga's Top Downgrades"|"Analysts at RBC Capital downgraded Trulia (NYSE: TRLA <http://www.benzinga.com/stock/trla#NYSE> ) from “outperform” to “sector perform.” The target price for Trulia is set to $45. Trulia's shares closed at $45.10 yesterday. 

Mizuho Securities downgraded Bill Barrett (NYSE: BBG <http://www.benzinga.com/stock/bbg#NYSE> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/QP4aCoEAt6w> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/QP4aCoEAt6w/benzingas-top-downgrades> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at RBC Capital downgraded Trulia (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/trla#NYSE"">TRLA</a>) from â€œoutperformâ€ to â€œsector perform.â€ The target price for Trulia is set to $45. Trulia&#039;s shares closed at $45.10 yesterday. </p> <p>Mizuho Securities downgraded Bill Barrett (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/bbg#NYSE"">BBG</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/QP4aCoEAt6w"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/QP4aCoEAt6w/benzingas-top-downgrades"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/20/2014 11:57:27 AM"|"3D Printing Stocks Moving After Jefferies Action"|"Earlier Friday, analysts at Jefferies issued comments on three notable players in the 3D printing sector.

The analysts at Jefferies believe the growth potential for prototyping is not fully appreciated based on the RAPID trade show and noted that Stratasys (NASDAQ: SSYS <http://www.benzinga.com/stock/ssys#NASDAQ> ) is the most leveraged in the way of prototyping. Additionally, the team pointed to 3D Systems (NYSE: 

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/9o0pIN6qJN4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/9o0pIN6qJN4/3d-printing-stocks-moving-after-jefferies-action> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Earlier Friday, analysts at Jefferies issued comments on three notable players in the 3D printing sector.</p> <p>  The analysts at Jefferies believe the growth potential for prototyping is not fully appreciated based on the RAPID trade show and noted that <strong>Stratasys </strong>(NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/ssys#NASDAQ"">SSYS</a>) is the most leveraged in the way of prototyping. Additionally, the team pointed to <strong>3D Systems</strong> (NYSE: <a class=""ticker"" ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/9o0pIN6qJN4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/9o0pIN6qJN4/3d-printing-stocks-moving-after-jefferies-action"">View article...</A></p></body></html>"
|"Erika Janowicz"||"6/20/2014 10:45:41 AM"|"UPDATE: Deutsche Bank Downgrades Pier 1 On Multiple Concerns"|"In a report published Friday, Deutsche Bank analyst Adam Sindler downgraded Pier 1 Imports (NYSE: PIR <http://www.benzinga.com/stock/pir#NYSE> ) from Buy to Hold and lowered the price target from $24.00 to $18.00 on numerous concerns.

Although shares of Pier 1 are currently valued low, Deutsche Bank noted four main concerns including “1) management is losing visibility into the business, sometimes on the top line and sometimes on the promotional environment, 2) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/P14jRaglGYw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/P14jRaglGYw/update-deutsche-bank-downgrades-pier-1-on-multiple-conce> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report published Friday, Deutsche Bank analyst Adam Sindler downgraded <b>Pier 1 Imports</b> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/pir#NYSE"">PIR</a>) from Buy to Hold and lowered the price target from $24.00 to $18.00 on numerous concerns.</p> <p>  Although shares of Pier 1 are currently valued low, Deutsche Bank noted four main concerns including &ldquo;1) management is losing visibility into the business, sometimes on the top line and sometimes on the promotional environment, 2) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/P14jRaglGYw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/P14jRaglGYw/update-deutsche-bank-downgrades-pier-1-on-multiple-conce"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/20/2014 10:42:11 AM"|"UPDATE: Citi Downgrades Oracle On 'Modestly' Lower Fiscal 2015 EPS"|"In a note released Friday morning, Citi analyst Walter Pritchard downgraded shares of Oracle (NYSE: ORCL <http://www.benzinga.com/stock/orcl#NYSE> ) from Buy to Neutral and lowered the price target from $44 to $41.

Pritchard noted that the downgrade and reduced price target ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/TRepXesZhZI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/TRepXesZhZI/update-citi-downgrades-oracle-on-modestly-lower-fiscal-2> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Friday morning, Citi analyst Walter Pritchard downgraded shares of <strong>Oracle </strong>(NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/orcl#NYSE"">ORCL</a>) from Buy to Neutral and lowered the price target from $44 to $41.</p> <p>  Pritchard noted that the downgrade and reduced price target ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/TRepXesZhZI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/TRepXesZhZI/update-citi-downgrades-oracle-on-modestly-lower-fiscal-2"">View article...</A></p></body></html>"
