"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Deutsche Bank"||"8/19/2014 9:30:00 AM"|"Channeladvisor Corporation (NYSE: ECOM) upgraded to Buy with price target $22 by Deutsche Bank"|"Deutsche Bank upgraded Channeladvisor Corporation (NYSE: ECOM) to Buy with price target $22. Deutsche Bank rated Channeladvisor Corporation (NYSE: ECOM) to Hold with price target $50 on 01/23/2014, when the price was $44.98. 
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143326> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Deutsche Bank upgraded Channeladvisor Corporation (NYSE: ECOM) to Buy with price target $22. Deutsche Bank rated Channeladvisor Corporation (NYSE: ECOM) to Hold with price target $50  on 01/23/2014, when the price was $44.98. <br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143326"">View article...</A></p></body></html>"
|"Wunderlich"||"8/19/2014 9:30:00 AM"|"Brinker International, Inc. (NYSE: EAT) upgraded to Buy with price target $55 by Wunderlich"|"
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143311> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143311"">View article...</A></p></body></html>"
|"Robert W. Baird"||"8/19/2014 9:30:00 AM"|"Urban Outfitters, Inc. (NASDAQ: URBN) upgraded to Outperform with price target $44 by Robert W. Baird"|"Robert W. Baird upgraded Urban Outfitters, Inc. (NASDAQ: URBN) to Outperform with price target $44. Robert W. Baird rated Urban Outfitters, Inc. (NASDAQ: URBN) to Neutral with price target $28 on 01/11/2012, when the price was $24.37. 
Rated Date: 8/19/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143310> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird upgraded Urban Outfitters, Inc. (NASDAQ: URBN) to Outperform with price target $44. Robert W. Baird rated Urban Outfitters, Inc. (NASDAQ: URBN) to Neutral with price target $28  on 01/11/2012, when the price was $24.37. <br />Rated Date: 8/19/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143310"">View article...</A></p></body></html>"
|"MLV & Co"||"8/18/2014 9:30:00 AM"|"Halcon Resources (NYSE: HK) upgraded to Buy with price target $8 by MLV & Co"|"MLV & Co upgraded Halcon Resources (NYSE: HK) to Buy with price target $8. MLV & Co rated Halcon Resources (NYSE: HK) to Hold on 11/22/2013, when the price was $4.03. 
Rated Date: 8/18/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143298> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MLV & Co upgraded Halcon Resources (NYSE: HK) to Buy with price target $8. MLV & Co rated Halcon Resources (NYSE: HK) to Hold   on 11/22/2013, when the price was $4.03. <br />Rated Date: 8/18/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143298"">View article...</A></p></body></html>"
|"Robert W. Baird"||"8/15/2014 9:30:00 AM"|"Cypress Energy Partners L.P. (NYSE: CELP) upgraded to Outperform with price target $27 by Robert W. Baird"|"Robert W. Baird upgraded Cypress Energy Partners L.P. (NYSE: CELP) to Outperform with price target $27. Robert W. Baird rated Cypress Energy Partners L.P. (NYSE: CELP) to Neutral with price target $25 on 02/10/2014, when the price was $23.18. 
Rated Date: 8/15/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143278> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird upgraded Cypress Energy Partners L.P. (NYSE: CELP) to Outperform with price target $27. Robert W. Baird rated Cypress Energy Partners L.P. (NYSE: CELP) to Neutral with price target $25  on 02/10/2014, when the price was $23.18. <br />Rated Date: 8/15/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143278"">View article...</A></p></body></html>"
|"UBS"||"8/15/2014 9:30:00 AM"|"ULTRA PETROLEUM CORP (NYSE: UPL) upgraded to Buy with price target $29 by UBS"|"UBS upgraded ULTRA PETROLEUM CORP (NYSE: UPL) to Buy with price target $29. Previously UBS rated Neutral with price target $25 ULTRA PETROLEUM CORP (NYSE: UPL) on 02/21/2014, when the stock price was $25.07.
Rated Date: 8/15/2014 12:00:00 AM	


View article... <http://www.gainerstoday.com/article-143277> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded ULTRA PETROLEUM CORP (NYSE: UPL) to Buy with price target $29. Previously UBS rated Neutral with price target $25 ULTRA PETROLEUM CORP (NYSE: UPL) on 02/21/2014, when the stock price was $25.07.<br />Rated Date: 8/15/2014 12:00:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143277"">View article...</A></p></body></html>"
|"Standpoint Research"||"8/29/2014 10:55:00 PM"|"United Therapeutics Corporation (NASDAQ: UTHR) upgraded to Buy with price target $140 by Standpoint Research"|"Standpoint Research upgraded United Therapeutics Corporation (NASDAQ: UTHR) to Buy with price target $140. Previously, Standpoint Research rated United Therapeutics Corporation (NASDAQ: UTHR) to Hold on 07/30/2013, when the stock price was valued at $74.12. Since then, United Therapeutics Corporation's stock price has gained 57% as of 08/29/2014's recent price of $116.01.
Rated Date: 8/29/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143440> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research upgraded United Therapeutics Corporation (NASDAQ: UTHR) to Buy with price target $140. Previously, Standpoint Research rated United Therapeutics Corporation (NASDAQ: UTHR) to Hold   on 07/30/2013, when the stock price was valued at $74.12. Since then, United Therapeutics Corporation's stock price has  gained 57% as of 08/29/2014's recent price of $116.01.<br />Rated Date: 8/29/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143440"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/2/2014 5:55:00 PM"|"Groupon Inc (NASDAQ: GRPN) upgraded to Sector Perform with price target $6 by RBC Capital Mkts"|"RBC Capital Mkts upgraded Groupon Inc (NASDAQ: GRPN) to Sector Perform with price target $6. Previously RBC Capital Mkts rated Underperform with price target $7 Groupon Inc (NASDAQ: GRPN) on 02/21/2014, when the stock price was $8.03.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143461> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts upgraded Groupon Inc (NASDAQ: GRPN) to Sector Perform with price target $6. Previously RBC Capital Mkts rated Underperform with price target $7 Groupon Inc (NASDAQ: GRPN) on 02/21/2014, when the stock price was $8.03.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143461"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/2/2014 5:55:00 PM"|"Northrop Grumman Corporation (NYSE: NOC) upgraded to Outperform with price target $148 by RBC Capital Mkts"|"RBC Capital Mkts upgraded Northrop Grumman Corporation (NYSE: NOC) to Outperform with price target $148. Previously RBC Capital Mkts upgraded to Northrop Grumman Corporation (NYSE: NOC) to Sector Perform with price target $92 on 07/25/2013, when the stock price was $89.83.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143447> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts upgraded Northrop Grumman Corporation (NYSE: NOC) to Outperform with price target $148. Previously RBC Capital Mkts upgraded to Northrop Grumman Corporation (NYSE: NOC) to Sector Perform with price target $92  on 07/25/2013, when the stock price was $89.83.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143447"">View article...</A></p></body></html>"
|"Stifel"||"9/2/2014 5:55:00 PM"|"Cabot Oil & Gas Corporation (NYSE: COG) upgraded to Buy with price target $39 by Stifel"|"Stifel upgraded Cabot Oil & Gas Corporation (NYSE: COG) to Buy with price target $39. Stifel rated Cabot Oil & Gas Corporation (NYSE: COG) to Hold on 04/10/2014, when the price was $32.50. 
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143446> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel upgraded Cabot Oil & Gas Corporation (NYSE: COG) to Buy with price target $39. Stifel rated Cabot Oil & Gas Corporation (NYSE: COG) to Hold   on 04/10/2014, when the price was $32.50. <br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143446"">View article...</A></p></body></html>"
|"Stifel"||"9/2/2014 5:55:00 PM"|"SANDRIDGE ENERGY INC (NYSE: SD) upgraded to Buy with price target $6.75 by Stifel"|"Stifel upgraded SANDRIDGE ENERGY INC (NYSE: SD) to Buy with price target $6.75. Previously Stifel rated Hold SANDRIDGE ENERGY INC (NYSE: SD) on 03/01/2013, when the stock price was $5.21.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143445> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel upgraded SANDRIDGE ENERGY INC (NYSE: SD) to Buy with price target $6.75. Previously Stifel rated Hold  SANDRIDGE ENERGY INC (NYSE: SD) on 03/01/2013, when the stock price was $5.21.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143445"">View article...</A></p></body></html>"
|"Stifel"||"9/2/2014 5:55:00 PM"|"Tesla Motors Inc (NASDAQ: TSLA) upgraded to Buy with price target $400 by Stifel"|"Stifel upgraded Tesla Motors Inc (NASDAQ: TSLA) to Buy with price target $400. Previously, Stifel rated Tesla Motors Inc (NASDAQ: TSLA) to Hold on 08/22/2013, when the stock price was valued at $149.06.
Rated Date: 9/2/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143444> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel upgraded Tesla Motors Inc (NASDAQ: TSLA) to Buy with price target $400. Previously, Stifel rated Tesla Motors Inc (NASDAQ: TSLA) to Hold   on 08/22/2013, when the stock price was valued at $149.06.<br />Rated Date: 9/2/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143444"">View article...</A></p></body></html>"
|"Standpoint Research"||"9/2/2014 7:55:00 PM"|"Parker Drilling Company (NYSE: PKD) upgraded to Buy with price target $9 by Standpoint Research"|"Standpoint Research upgraded Parker Drilling Company (NYSE: PKD) to Buy with price target $9 with today's price of $6.54. Standpoint Research rated Parker Drilling Company (NYSE: PKD) to Hold on 11/06/2013, when the price was $7.86. Parker Drilling Company's stock price lost 17% since then. 
Rated Date: 9/2/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143466> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research upgraded Parker Drilling Company (NYSE: PKD) to Buy with price target $9 with today's price of $6.54. Standpoint Research rated Parker Drilling Company (NYSE: PKD) to Hold   on 11/06/2013, when the price was $7.86. Parker Drilling Company's stock price lost 17% since then. <br />Rated Date: 9/2/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143466"">View article...</A></p></body></html>"
|"Maxim Group"||"9/3/2014 5:55:00 PM"|"Capstead Mortgage Corporation (NYSE: CMO) upgraded to Buy with price target $14 by Maxim Group"|"Maxim Group upgraded Capstead Mortgage Corporation (NYSE: CMO) to Buy with price target $14. Previously, Maxim Group rated Capstead Mortgage Corporation (NYSE: CMO) to Hold on 10/26/2012, when the stock price was valued at $12.15.
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143476> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group upgraded Capstead Mortgage Corporation (NYSE: CMO) to Buy with price target $14. Previously, Maxim Group rated Capstead Mortgage Corporation (NYSE: CMO) to Hold   on 10/26/2012, when the stock price was valued at $12.15.<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143476"">View article...</A></p></body></html>"
|"Maxim Group"||"9/3/2014 5:55:00 PM"|"Kohl's Corporation (NYSE: KSS) upgraded to Buy with price target $68 by Maxim Group"|"Maxim Group upgraded Kohl's Corporation (NYSE: KSS) to Buy with price target $68. Previously Maxim Group upgraded to Kohl's Corporation (NYSE: KSS) to Hold on 02/12/2013, when the stock price was $46.06.
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143475> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group upgraded Kohl's Corporation (NYSE: KSS) to Buy with price target $68. Previously Maxim Group upgraded to Kohl's Corporation (NYSE: KSS) to Hold   on 02/12/2013, when the stock price was $46.06.<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143475"">View article...</A></p></body></html>"
|"Standpoint Research"||"9/3/2014 8:55:00 PM"|"ENSCO plc (NYSE: ESV) upgraded to Buy with price target $60 by Standpoint Research"|"Standpoint Research upgraded ENSCO plc (NYSE: ESV) to Buy with price target $60. Previously Standpoint Research rated Hold ENSCO plc (NYSE: ESV) on 02/21/2012, when the stock price was $55.60. Since then, ENSCO plc's stock price has lost 11% as of 09/03/2014's recent price of $49.50.
Rated Date: 9/3/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143501> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research upgraded ENSCO plc (NYSE: ESV) to Buy with price target $60. Previously Standpoint Research rated Hold  ENSCO plc (NYSE: ESV) on 02/21/2012, when the stock price was $55.60. Since then, ENSCO plc's stock price has  lost 11% as of 09/03/2014's recent price of $49.50.<br />Rated Date: 9/3/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143501"">View article...</A></p></body></html>"
|"UBS"||"9/4/2014 8:55:00 PM"|"D.r. Horton, Inc. (NYSE: DHI) upgraded to Buy with price target $26 by UBS"|"UBS upgraded D.r. Horton, Inc. (NYSE: DHI) to Buy with price target $26 with today's price of $21.42. UBS rated D.r. Horton, Inc. (NYSE: DHI) to Neutral with price target $16.50 on 05/31/2012, when the price was $16.24. D.r. Horton, Inc.'s stock price gained 32% since then. 
Rated Date: 9/4/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143522> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded D.r. Horton, Inc. (NYSE: DHI) to Buy with price target $26 with today's price of $21.42. UBS rated D.r. Horton, Inc. (NYSE: DHI) to Neutral with price target $16.50  on 05/31/2012, when the price was $16.24. D.r. Horton, Inc.'s stock price gained 32% since then. <br />Rated Date: 9/4/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143522"">View article...</A></p></body></html>"
|"Maxim Group"||"9/5/2014 5:55:00 PM"|"INTELLIPHARMACEUTICS INTERNATIO- (NASDAQ: IPCI) upgraded to Buy with price target $7 by Maxim Group"|"Maxim Group upgraded INTELLIPHARMACEUTICS INTERNATIO- (NASDAQ: IPCI) to Buy with price target $7. Previously, Maxim Group rated INTELLIPHARMACEUTICS INTERNATIO- (NASDAQ: IPCI) to Hold with price target $3 on 07/09/2014, when the stock price was valued at $2.95.
Rated Date: 9/5/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143544> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group upgraded INTELLIPHARMACEUTICS INTERNATIO- (NASDAQ: IPCI) to Buy with price target $7. Previously, Maxim Group rated INTELLIPHARMACEUTICS INTERNATIO- (NASDAQ: IPCI) to Hold with price target $3  on 07/09/2014, when the stock price was valued at $2.95.<br />Rated Date: 9/5/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143544"">View article...</A></p></body></html>"
|"UBS"||"9/8/2014 12:25:00 PM"|"Dynegy Inc. (NYSE: DYN) upgraded to Buy with price target $36 by UBS"|"UBS upgraded Dynegy Inc. (NYSE: DYN) to Buy with price target $36 with today's price of $30.58. UBS rated Dynegy Inc. (NYSE: DYN) to Neutral with price target $25 on 04/04/2014, when the price was $25.39. Dynegy Inc.'s stock price gained 20% since then. 
Rated Date: 9/8/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143582> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded Dynegy Inc. (NYSE: DYN) to Buy with price target $36 with today's price of $30.58. UBS rated Dynegy Inc. (NYSE: DYN) to Neutral with price target $25  on 04/04/2014, when the price was $25.39. Dynegy Inc.'s stock price gained 20% since then. <br />Rated Date: 9/8/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143582"">View article...</A></p></body></html>"
